legacy_word,legacy_row_count,legacy_rows,oewn_pos,oewn_sense_count,lexical_evidence_score,ecdict_word,ecdict_match_type,ecdict_tags_audit_only,ecdict_gk_tag,bnc_rank,contemporary_rank,bnc_points,contemporary_points,cross_corpus_bonus,relevance_score,frequency_profile,form_review_flags,recommendation,reason
dustbin,1,1130,n,1,2,dustbin,exact,gk,yes,9594,28258,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
enquiry,1,1207,n,3,2,enquiry,exact,gk ielts,yes,2472,24159,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
eyesight,1,1285,n,1,3,eyesight,exact,gk cet4 cet6 ky ielts,yes,13749,14627,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
eyewitness,1,1286,n|v,2,3,eyewitness,exact,gk toefl,yes,19899,8633,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
f,1,1287,n,1,3,F,casefold,gk,yes,4238,,4,0,0,4,single_corpus_only,single_letter,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
fingernail,1,1358,n,1,3,fingernail,exact,gk,yes,12348,7769,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
firewood,1,1363,n,1,3,firewood,exact,gk,yes,15317,12444,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
flaming,1,1377,a|n,3,3,flaming,exact,gk,yes,15457,12654,2,2,1,5,moderate_frequency,possible_participle_or_gerund,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
flashlight,1,1379,n,1,3,flashlight,exact,gk toefl,yes,25749,6373,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
fluency,1,1392,n,3,3,fluency,exact,gk,yes,14342,13181,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
forgetful,1,1420,a,3,3,forgetful,exact,gk,yes,19606,23938,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
fortnight,1,1426,n,1,3,fortnight,exact,gk cet4 cet6 ky ielts,yes,4290,22633,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
fragrant,1,1441,a,1,3,fragrant,exact,gk cet6 ky toefl gre,yes,12331,9055,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
freeway,1,1445,n,1,3,freeway,exact,gk,yes,23892,6142,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
fried,1,1455,a,1,3,fried,exact,gk,yes,10093,5612,2,3,1,6,strong_with_moderate_cross_corpus_support,possible_participle_or_adjective,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
fright,1,1459,n|v,2,3,fright,exact,gk cet6 ky toefl,yes,10016,12606,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
gale,1,1481,n,1,3,gale,exact,gk toefl ielts gre,yes,8689,12845,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
goldfish,1,1527,n,1,3,goldfish,exact,gk,yes,10625,16320,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
granny,1,1551,n,3,3,granny,exact,zk gk,yes,7205,18824,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
graph,1,1553,n|v,5,3,graph,exact,gk cet4 cet6 ky toefl ielts,yes,4596,26137,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
grocer,1,1568,n,1,3,grocer,exact,gk cet4 cet6 ky,yes,11854,14410,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
haircut,1,1588,n,2,3,haircut,exact,gk cet4 cet6,yes,12035,8476,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
harbour,1,1608,n|v,6,3,harbour,exact,gk cet4 cet6 ielts,yes,3526,36866,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
headmistress,1,1629,n,1,3,headmistress,exact,gk,yes,12713,27070,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
hibernation,1,1659,n,3,2,hibernation,exact,gk toefl,yes,22451,19620,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
hilly,1,1666,a,1,3,hilly,exact,gk toefl,yes,15079,15597,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
hive,1,1673,n|v,6,3,hive,exact,gk toefl gre,yes,11665,11401,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
hostess,1,1696,n,3,3,hostess,exact,gk cet4 cet6 ky,yes,9940,10323,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
howl,1,1706,n|v,7,3,howl,exact,gk cet6 ky toefl ielts,yes,10307,8380,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
humour,1,1712,n|v,7,3,humour,exact,gk cet4 cet6,yes,3219,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
inland,1,1769,a|r,2,3,inland,exact,gk cet6 ky toefl ielts,yes,5084,11233,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
inventor,1,1803,n,1,3,inventor,exact,gk cet4 cet6,yes,10125,8188,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
irrigate,1,1809,v,2,3,irrigate,exact,gk ky toefl gre,yes,26536,16313,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
irrigation,1,1810,n,2,3,irrigation,exact,gk cet6 toefl ielts,yes,12413,6974,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
jewelry,1,1829,n,1,3,jewelry,exact,gk ky toefl ielts,yes,,4187,0,4,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
juicy,1,1840,a,4,3,juicy,exact,gk toefl,yes,14477,8742,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
labourer,1,1879,n,1,3,labourer,exact,gk,yes,5556,32892,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
lame,1,1885,a|n|v,5,3,lame,exact,gk cet4 cet6 ky ielts,yes,11787,9982,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
lavatory,1,1902,n,3,3,lavatory,exact,gk cet4 cet6 ky,yes,7030,19680,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
learned,1,1914,a,3,3,learned,exact,gk cet4 cet6 ky,yes,6667,10842,3,2,1,6,strong_with_moderate_cross_corpus_support,possible_participle_or_adjective,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
leftover,1,1921,a|n,2,3,leftover,exact,gk,yes,22683,9769,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
lemonade,1,1926,n,1,3,lemonade,exact,zk gk,yes,15571,11562,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
locust,1,1970,n,3,3,locust,exact,gk cet6 gre,yes,21741,15256,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
lorry,1,1976,n,2,3,lorry,exact,gk cet4 cet6 ky,yes,3524,24926,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
loudspeaker,1,1983,n,1,3,loudspeaker,exact,gk cet4 cet6 ky,yes,14516,12875,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mailbox,1,2000,n,2,3,mailbox,exact,gk,yes,35234,9004,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
maple,1,2016,n,2,3,maple,exact,gk cet6 gre,yes,10494,5571,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
melon,1,2056,n,2,3,melon,exact,gk cet4 cet6 ky gre,yes,12740,9886,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
memorize,1,2060,v,1,3,memorize,exact,gk toefl,yes,21017,8276,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mend,1,2061,n|v,4,3,mend,exact,zk gk toefl gre,yes,7566,10849,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
merciful,1,2067,a,2,3,merciful,exact,gk cet6 toefl,yes,19546,17622,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
minibus,1,2096,n,1,2,minibus,exact,gk,yes,15504,27815,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mistaken,1,2110,a,2,3,mistaken,exact,gk,yes,9508,12710,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mommy,1,2123,n,1,2,mommy,exact,,no,47154,9690,0,3,1,4,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mop,1,2132,n|v,3,3,mop,exact,gk cet6,yes,11184,12312,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
motorbike,1,2144,n|v,2,3,motorbike,exact,gk,yes,10026,22347,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mountainous,1,2148,a,3,3,mountainous,exact,gk cet6 gre,yes,14181,12342,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
moustache,1,2151,n,1,3,moustache,exact,gk ielts,yes,7198,16314,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mouthful,1,2153,n,2,3,mouthful,exact,gk cet4 cet6,yes,9085,13176,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
mutton,1,2173,n,1,3,mutton,exact,gk cet4 cet6 ky gre,yes,15305,22179,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
necklace,1,2193,n,1,3,necklace,exact,gk cet4 cet6 ky,yes,10178,6583,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
noisily,1,2228,r,1,2,noisily,exact,gk,yes,12642,16141,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
numb,1,2255,a|v,4,3,numb,exact,gk ky toefl ielts gre,yes,12639,9317,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
offence,1,2276,n,5,3,offence,exact,gk cet6 ky ielts,yes,1550,22003,4,1,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
omelette,1,2290,n,1,2,omelette,exact,gk,yes,15720,22503,2,1,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
opener,1,2299,n,3,3,opener,exact,gk,yes,10456,7761,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
organise,1,2319,v,6,2,organise,exact,gk,yes,1672,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
outdoors,1,2333,n|r,2,3,outdoors,exact,gk cet4 cet6 toefl,yes,15004,7559,2,3,1,6,strong_with_moderate_cross_corpus_support,possible_plural_or_third_person,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核；另有词形复核标记
outspoken,1,2340,a,2,3,outspoken,exact,gk toefl ielts gre,yes,11487,8801,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
overcoat,1,2345,n,2,3,overcoat,exact,zk gk cet4 cet6 ky,yes,10596,12679,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
overweight,1,2349,a|n,2,3,overweight,exact,gk,yes,10207,6628,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
paddle,1,2362,n|v,10,3,paddle,exact,gk ky toefl ielts,yes,10365,9187,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
penny,1,2422,n,2,3,penny,exact,zk gk cet4 cet6 ky ielts,yes,4306,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
pianist,1,2458,n,1,3,pianist,exact,gk toefl ielts,yes,10127,8252,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
pineapple,1,2472,n,2,3,pineapple,exact,gk cet6 toefl,yes,12015,9086,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
pint,1,2475,n,3,3,pint,exact,gk cet4 cet6 ky,yes,3977,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
playmate,1,2492,n,1,3,playmate,exact,gk,yes,21857,14534,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
poisonous,1,2507,a,3,3,poisonous,exact,gk cet4 cet6 ky gre,yes,9555,10074,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
popcorn,1,2525,n,2,3,popcorn,exact,gk toefl,yes,25500,8839,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
porridge,1,2529,n,1,3,porridge,exact,gk cet4 cet6 gre,yes,11936,18724,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
porter,1,2532,n|v,5,3,porter,exact,gk cet4 cet6 ky,yes,6464,11418,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
postage,1,2540,n,2,3,postage,exact,gk cet4 cet6 ky toefl ielts,yes,9763,13293,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
prairie,1,2557,n,1,3,prairie,exact,gk cet6 toefl,yes,20980,6846,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
preview,1,2581,n|v,3,3,preview,exact,gk gre,yes,11861,7529,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
punctuate,1,2632,v,3,3,punctuate,exact,gk,yes,11199,9198,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
punctuation,1,2633,n,3,3,punctuation,exact,gk,yes,12610,15876,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
quake,1,2647,n|v,3,3,quake,exact,gk,yes,23257,8561,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
