legacy_word,legacy_row_count,legacy_rows,oewn_pos,oewn_sense_count,lexical_evidence_score,ecdict_word,ecdict_match_type,ecdict_tags_audit_only,ecdict_gk_tag,bnc_rank,contemporary_rank,bnc_points,contemporary_points,cross_corpus_bonus,relevance_score,frequency_profile,form_review_flags,recommendation,reason
accountant,1,34,n,1,3,accountant,exact,gk ky toefl ielts,yes,3280,5949,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
accumulate,1,35,v,2,3,accumulate,exact,gk cet4 cet6 ky toefl ielts gre,yes,4997,5083,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
accuracy,1,36,n,2,3,accuracy,exact,gk cet4 cet6 ky toefl ielts gre,yes,3958,4076,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
accustomed,1,38,a,1,3,accustomed,exact,gk cet4 cet6 ky toefl,yes,6431,8524,3,3,1,7,strong_in_both_corpora,possible_participle_or_adjective,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
acquaintance,1,44,n,3,3,acquaintance,exact,gk cet4 cet6 ky toefl gre,yes,5967,6274,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
acquisition,1,46,n,4,3,acquisition,exact,gk cet4 cet6 ky toefl ielts,yes,2567,3856,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
acre,1,47,n,1,3,acre,exact,gk cet4 ky toefl,yes,3286,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
actual,1,55,a,5,3,actual,exact,gk cet4 ky toefl,yes,1396,1739,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
acute,1,56,a|n,7,3,acute,exact,gk cet4 cet6 ky toefl ielts gre,yes,3249,5255,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
addicted,1,62,a,1,3,addicted,exact,gk toefl,yes,41488,23549,0,1,1,2,limited_frequency,possible_participle_or_adjective,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入；另有词形复核标记
adequate,1,65,a,3,3,adequate,exact,gk cet4 cet6 ky toefl ielts gre,yes,2398,3297,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
adjustment,1,67,n,5,3,adjustment,exact,gk toefl,yes,3424,3121,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
admirable,1,69,a,2,3,admirable,exact,gk toefl,yes,8547,10469,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
admission,1,71,n,4,3,admission,exact,gk cet4 cet6 ky toefl ielts gre,yes,2768,3031,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
adolescence,1,73,n,2,3,adolescence,exact,gk ielts,yes,8812,6897,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
adolescent,1,74,a|n,5,3,adolescent,exact,gk cet6 ky toefl gre,yes,8678,3386,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
adore,1,76,v,1,3,adore,exact,gk cet6 ky toefl ielts gre,yes,8708,7705,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
aeroplane,1,86,n,1,3,aeroplane,exact,gk cet4 cet6 ky,yes,6392,30278,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
affection,1,89,n,1,3,affection,exact,gk cet4 cet6 ky toefl ielts gre,yes,4103,5137,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
agent,1,102,n,6,3,agent,exact,gk cet4 ky toefl,yes,1214,1020,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
aggression,1,103,n,5,3,aggression,exact,gk cet6 toefl gre,yes,4772,4521,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
aggressive,1,104,a,3,3,aggressive,exact,gk cet4 cet6 ky toefl ielts gre,yes,3648,2514,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
agricultural,1,108,a,2,2,agricultural,exact,gk,yes,2188,3104,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
aircraft,1,115,n,1,3,aircraft,exact,gk cet4 ky toefl,yes,1538,2803,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
airmail,1,117,n|v,3,2,airmail,exact,gk,yes,27385,31683,1,1,1,3,limited_frequency,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
airplane,1,118,n,1,3,airplane,exact,zk gk cet4,yes,21702,3519,1,4,1,6,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
airspace,1,120,n,2,3,airspace,exact,gk,yes,23446,16254,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
album,1,122,n,2,3,album,exact,gk cet6 ky ielts,yes,2991,2215,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
alcoholic,1,124,a|n,3,3,alcoholic,exact,gk,yes,7952,7755,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
algebra,1,125,n,1,3,algebra,exact,gk cet4 cet6 toefl,yes,16477,12790,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
alike,1,126,a|r,3,3,alike,exact,gk cet4 cet6 ky toefl,yes,4989,4389,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
allergic,1,129,a,2,3,allergic,exact,gk ielts gre,yes,14426,9143,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
alley,1,130,n,2,3,alley,exact,gk ielts,yes,6528,4340,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
allocate,1,131,v,1,3,allocate,exact,gk cet6 ky toefl ielts gre,yes,3035,6763,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
allowance,1,133,n|v,7,3,allowance,exact,gk cet6 ky ielts gre,yes,2481,7677,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
alphabet,1,139,n,2,3,alphabet,exact,gk cet4 cet6 ky,yes,11157,9190,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
altitude,1,144,n,3,3,altitude,exact,gk cet4 cet6 ky toefl ielts,yes,8085,6370,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
aluminium,1,146,n,1,3,aluminium,exact,gk cet4 cet6 toefl gre,yes,5580,32731,3,1,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
amaze,1,151,v,2,3,amaze,exact,gk cet4 cet6 ky toefl ielts,yes,11151,8607,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
ambassador,1,153,n,2,3,ambassador,exact,gk cet6 ky ielts,yes,4614,4520,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
ambiguous,1,154,a,3,3,ambiguous,exact,gk cet6 ky toefl ielts gre,yes,6442,7071,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
ample,1,161,a,3,3,ample,exact,gk cet6 ky toefl ielts gre,yes,6351,6289,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
amusement,1,163,n,2,3,amusement,exact,gk cet6,yes,5357,6732,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
analysis,1,165,n,6,3,analysis,exact,gk cet4 cet6 ky toefl ielts,yes,707,811,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
anchor,1,167,n|v,5,3,anchor,exact,cet4 cet6 ky ielts gre,no,7686,4961,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
anecdote,1,170,n,1,3,anecdote,exact,gk ky toefl ielts gre,yes,9719,8925,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
anniversary,1,176,n,1,3,anniversary,exact,gk cet6 ky ielts,yes,3440,3374,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
announcement,1,178,n,2,3,announcement,exact,gk toefl ielts,yes,2825,3604,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
apology,1,200,n,3,3,apology,exact,gk cet4 ky toefl,yes,4950,4944,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
apparent,1,201,a,2,3,apparent,exact,gk cet4 cet6 ky ielts,yes,1770,2502,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
appearance,1,204,n,6,3,appearance,exact,gk cet4 ky ielts,yes,1435,1684,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
appendix,1,205,n,2,3,appendix,exact,gk cet6 ky ielts,yes,3748,12249,4,2,1,7,strong_with_moderate_cross_corpus_support,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
appoint,1,212,v,3,3,appoint,exact,gk cet4 cet6 ky toefl gre,yes,1272,3172,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
appreciation,1,215,n,5,3,appreciation,exact,gk cet6 toefl,yes,4701,4322,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
approximately,1,219,r,1,2,approximately,exact,gk cet4 cet6 toefl,yes,2850,2365,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
apron,1,220,n,4,3,apron,exact,gk gre,yes,8011,8084,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
arbitrary,1,221,a,1,3,arbitrary,exact,gk cet4 cet6 ky toefl ielts gre,yes,5353,7545,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
architecture,1,224,n,4,3,architecture,exact,gk cet4 cet6 ky toefl ielts,yes,2712,3509,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
argument,1,234,n,7,3,argument,exact,gk cet4 ky ielts,yes,832,1185,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
arithmetic,1,236,a|n,2,3,arithmetic,exact,gk cet4 cet6 ky toefl,yes,8791,11378,3,2,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
armchair,1,238,n,1,3,armchair,exact,gk,yes,5766,9757,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
arrange,1,241,v,7,3,arrange,exact,gk cet4 ky toefl,yes,1324,2216,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
arrival,1,244,n,3,3,arrival,exact,gk cet4 ky ielts,yes,2281,3194,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
ash,1,252,n|v,4,3,ash,exact,gk cet4 ky,yes,4713,4577,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
assessment,1,261,n,4,3,assessment,exact,gk cet6 toefl ielts gre,yes,1249,1552,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
assist,1,262,n|v,5,3,assist,exact,gk cet4 cet6 ky toefl,yes,2162,2475,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
assistance,1,263,n,3,3,assistance,exact,gk ky toefl ielts,yes,2096,2081,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
associate,1,265,a|n|v,9,3,associate,exact,gk cet4 cet6 ky toefl ielts gre,yes,1216,1354,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
astronomy,1,272,n,1,3,astronomy,exact,gk cet6 ky toefl ielts,yes,10702,6469,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
athletic,1,275,a,3,3,athletic,exact,gk cet6,yes,8781,2981,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
athletics,1,276,n,3,3,athletics,exact,gk gre,yes,9290,8574,3,3,1,7,strong_in_both_corpora,possible_plural_or_third_person,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
atom,1,280,n,2,3,atom,exact,gk cet4 cet6 ky toefl,yes,4241,5184,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
attentively,1,287,r,1,2,attentively,exact,gk,yes,19677,18857,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
attraction,1,290,n,5,3,attraction,exact,gk cet4 toefl,yes,3108,3800,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
attractive,1,291,a,3,3,attractive,exact,gk cet4 ky toefl ielts,yes,1781,2811,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
authentic,1,293,a,2,3,authentic,exact,gk cet6 ky toefl ielts gre,yes,6476,5000,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
avenue,1,304,n,2,3,avenue,exact,gk cet4 ky toefl ielts,yes,3634,5320,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bachelor,1,315,n|v,3,3,bachelor,exact,gk cet4 cet6 ky toefl,yes,8615,6130,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
backache,1,317,n,1,3,backache,exact,gk,yes,22814,29373,1,1,1,3,limited_frequency,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
bacterium,1,321,n,1,3,bacterium,exact,gk cet6 ky ielts gre,yes,4650,,4,0,0,4,single_corpus_only,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
badly,1,323,r,10,3,badly,exact,gk cet4 ky,yes,2078,3111,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
baggage,1,326,n,3,3,baggage,exact,gk cet4 ky toefl ielts,yes,8801,7286,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bake,1,327,v,4,3,bake,exact,gk cet4 ky ielts,yes,6122,2810,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
balcony,1,330,n,2,3,balcony,exact,gk cet4 cet6 ky toefl ielts,yes,5402,5799,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
ballpoint,1,334,n,1,2,ballpoint,exact,gk,yes,26210,24069,1,1,1,3,limited_frequency,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
bandage,1,339,n|v,3,3,bandage,exact,gk cet6 ky ielts gre,yes,10433,9428,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
bang,1,340,n|r|v,12,3,bang,exact,gk cet4 cet6 ky toefl ielts,yes,4572,5069,4,3,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
barber,1,345,n|v,2,3,barber,exact,gk cet4 ky toefl ielts,yes,12564,9131,2,3,1,6,strong_with_moderate_cross_corpus_support,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
barbershop,1,346,n,1,3,barbershop,exact,gk,yes,,16205,0,2,0,2,single_corpus_only,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
bare,1,347,a|v,13,3,bare,exact,gk cet4 ky toefl ielts gre,yes,3196,3430,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bargain,1,348,n|v,4,3,bargain,exact,gk cet4 cet6 ky ielts gre,yes,4926,4962,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
basement,1,353,n,2,3,basement,exact,gk cet6 ky toefl ielts,yes,5987,3598,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bathe,1,361,n|v,4,3,bathe,exact,gk cet4 ky ielts,yes,8777,7550,3,3,1,7,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bathrobe,1,362,n,1,3,bathrobe,exact,gk,yes,33266,13547,1,2,1,4,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
bathtub,1,364,n,1,3,bathtub,exact,gk,yes,34329,9766,1,3,1,5,mixed_between_corpora,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
beam,1,372,n|v,13,3,beam,exact,gk cet4 cet6 ky toefl ielts gre,yes,3945,3741,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
beast,1,377,n,2,3,beast,exact,gk cet4 ky toefl,yes,4515,4428,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bedclothes,1,384,n,1,3,bedclothes,exact,gk,yes,,,0,0,0,0,no_frequency_rank,possible_plural_or_third_person,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入；另有词形复核标记
bee,1,387,n,2,3,bee,exact,zk gk cet4 ky,yes,4770,4247,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
beehive,1,389,n,4,3,beehive,exact,gk,yes,19831,17858,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
beg,1,392,v,4,3,beg,exact,gk cet4 ky toefl,yes,3537,3452,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
beginning,1,394,a|n,6,3,beginning,exact,gk cet4 cet6 ky ielts,yes,1242,1200,4,4,1,9,strong_in_both_corpora,possible_participle_or_gerund,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
belly,1,404,n|v,6,3,belly,exact,gk ky ielts,yes,5691,3805,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bench,1,408,n|v,11,3,bench,exact,gk cet4 cet6 ky gre,yes,2942,2782,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
beneficial,1,411,a,1,3,beneficial,exact,gk cet4 ky toefl ielts,yes,4578,4991,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bent,1,413,a|n,7,3,bent,exact,gk toefl ielts gre,yes,14388,12145,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
besides,1,415,r,2,3,besides,exact,zk gk cet4 ky toefl,yes,3848,3012,4,4,1,9,strong_in_both_corpora,possible_plural_or_third_person,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查；另有词形复核标记
betray,1,419,v,6,3,betray,exact,gk cet4 cet6 ky toefl ielts gre,yes,6030,4974,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bid,1,423,n|v,10,3,bid,exact,gk cet6 ky ielts gre,yes,2359,4069,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
bingo,1,428,n,1,3,bingo,exact,gk,yes,12087,15245,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
biochemistry,1,429,n,1,3,biochemistry,exact,gk toefl,yes,16248,17884,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
biography,1,430,n,1,3,biography,exact,gk ky toefl ielts,yes,5647,4875,3,4,1,8,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
birdcage,1,433,n,1,3,birdcage,exact,gk,yes,44688,32730,0,1,1,2,limited_frequency,,hold_without_more_evidence,独立频率证据较弱或不完整；没有其他证据前暂不纳入
birthplace,1,436,n,2,3,birthplace,exact,gk,yes,11609,11526,2,2,1,5,moderate_frequency,,secondary_relevance_review,频率证据中等或两套语料差异较大；需结合高中阅读主题复核
bishop,1,438,n,3,3,bishop,exact,gk cet6,yes,2221,3437,4,4,1,9,strong_in_both_corpora,,frequency_supported_extension,两套语料频率综合证据较强；可作为拓展词优先候选，但仍需词形和义项检查
