record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-C6-0274	self indulgent	自我放纵的	现代英语中通常写作 self-indulgent，表示过分满足自己的欲望或享受。	The memoir is honest without becoming self indulgent.	这本回忆录很坦诚，却没有变得自我放纵。	original_project_authored	draft_auto_validated	false
PH-C6-0275	auxiliary verb	助动词	指与主要动词共同构成时态、语态、疑问或情态意义的动词。	In the question, do functions as an auxiliary verb.	在这个问句中，do 用作助动词。	original_project_authored	draft_auto_validated	false
PH-C6-0276	finite verb	限定动词	指随时态、语气或主语变化，并能充当从句谓语核心的动词形式。	Every complete English clause normally contains a finite verb.	每个完整的英语分句通常都包含一个限定动词。	original_project_authored	draft_auto_validated	false
PH-C6-0277	rhetorical device	修辞手法	指为了增强表达、说服力或艺术效果而采用的语言技巧。	Repetition is a rhetorical device that can emphasize a central idea.	重复是一种能够强调核心观点的修辞手法。	original_project_authored	draft_auto_validated	false
PH-C6-0278	economic recession	经济衰退	指经济活动在一段时期内广泛下降，常伴随产出、投资或就业减少。	The economic recession caused unemployment to rise sharply.	经济衰退导致失业率大幅上升。	original_project_authored	draft_auto_validated	false
PH-C6-0279	social interaction	社会互动；人际交往	指个人或群体之间相互沟通、影响和回应的过程。	Remote work can reduce informal social interaction among colleagues.	远程工作可能减少同事之间的非正式社交互动。	original_project_authored	draft_auto_validated	false
PH-C6-0280	economic inequality	经济不平等	指个人、群体或地区在收入、财富和经济机会方面存在差距。	The report examines the link between education and economic inequality.	这份报告研究教育与经济不平等之间的联系。	original_project_authored	draft_auto_validated	false
PH-C6-0281	scientific evidence	科学证据	指通过可检验的观察、测量或实验获得并按科学方法评价的证据。	Public health advice should be based on the best available scientific evidence.	公共卫生建议应该以现有最佳科学证据为基础。	original_project_authored	draft_auto_validated	false
PH-C6-0282	legal system	法律体系	指一个社会的法律、法律机构以及制定、解释和执行法律的整体制度。	The legal system provides procedures for resolving disputes.	法律体系为解决争议提供程序。	original_project_authored	draft_auto_validated	false
PH-C6-0283	public policy	公共政策	指政府或公共机构为处理社会问题和实现公共目标制定的原则与行动。	Reliable data can improve the design of public policy.	可靠数据能够改善公共政策的设计。	original_project_authored	draft_auto_validated	false
PH-C6-0284	economic recovery	经济复苏	指经济活动在衰退或危机后重新增长和改善的过程。	Consumer confidence may influence the speed of economic recovery.	消费者信心可能影响经济复苏的速度。	original_project_authored	draft_auto_validated	false
PH-C6-0285	critical thinking	批判性思维	指主动分析信息、检验证据和推理，并作出有根据判断的能力。	Critical thinking helps students distinguish evidence from assertion.	批判性思维帮助学生区分证据与断言。	original_project_authored	draft_auto_validated	false
PH-C6-0286	in light of	鉴于；根据	后接新的事实、证据或情况，表示据此重新考虑或采取行动。	The policy was revised in light of recent research.	鉴于近期研究，这项政策得到了修订。	original_project_authored	draft_auto_validated	false
PH-C6-0287	in the wake of	在某事之后；作为某事的结果	后接通常具有重大影响的事件，表示随后发生或受其影响。	New safety rules were introduced in the wake of the accident.	事故发生后出台了新的安全规定。	original_project_authored	draft_auto_validated	false
PH-C6-0288	in the face of	面对；尽管	后接困难、危险或反对，强调仍然坚持或采取行动。	The community remained united in the face of severe pressure.	面对巨大压力，社区仍然保持团结。	original_project_authored	draft_auto_validated	false
PH-C6-0289	in line with	与某事一致；符合	后接规则、原则、趋势或预期，表示相互协调或相符。	The revised plan is in line with current safety standards.	修订后的计划符合现行安全标准。	original_project_authored	draft_auto_validated	false
PH-C6-0290	with a view to	为了；着眼于	to 是介词，后接名词或动名词，表示行动的目的。	The city redesigned the crossing with a view to improving pedestrian safety.	这座城市重新设计了路口，旨在提高行人安全。	original_project_authored	draft_auto_validated	false
PH-C6-0291	come to terms with	接受并适应	表示经过一段心理过程后接受困难、损失或无法改变的现实。	The town must come to terms with the decline of its old industry.	这座城镇必须接受并适应传统产业的衰落。	original_project_authored	draft_auto_validated	false
PH-C6-0292	take for granted	认为理所当然；不珍惜	可用于 take something for granted，表示未经思考就假定为真或忽视其价值。	We should not take for granted the availability of clean water.	我们不应把清洁用水的供应视为理所当然。	original_project_authored	draft_auto_validated	false
PH-C6-0293	be subject to	受制于；可能遭受；须经	后接规则、条件、变化或不利影响，具体含义随语境变化。	The schedule may be subject to change without notice.	日程可能会在不另行通知的情况下变更。	original_project_authored	draft_auto_validated	false
PH-C6-0294	be confronted with	面对；遭遇	后接需要处理的困难、选择或事实，常用于被动结构。	New managers may be confronted with decisions that have no easy answer.	新任管理者可能会面对没有简单答案的决定。	original_project_authored	draft_auto_validated	false
PH-C6-0295	be exposed to	接触；暴露于	后接环境、物质、风险或思想，可表示有意接触或受到不利影响。	Workers should not be exposed to harmful dust without protection.	没有防护时，工人不应暴露在有害粉尘中。	original_project_authored	draft_auto_validated	false
PH-C6-0296	comply with	遵守；符合	后接法律、规则、要求或正式请求，语气较正式。	Manufacturers must comply with updated safety regulations.	制造商必须遵守更新后的安全规定。	original_project_authored	draft_auto_validated	false
PH-C6-0297	refrain from	克制；避免	后接名词或动名词，较正式地要求或说明不做某事。	Visitors must refrain from touching the fragile objects.	访客不得触摸易损物品。	original_project_authored	draft_auto_validated	false
PH-C6-0298	stem from	源于；由某事造成	后接根本原因、来源或起点，主语通常是结果。	Many of the delays stem from a shortage of trained staff.	许多延误源于受过培训的员工短缺。	original_project_authored	draft_auto_validated	false
PH-C6-0299	subscribe to	订阅；赞同；定期捐助	后接服务、出版物、观点或组织，具体含义由语境决定。	Not every scientist will subscribe to the same interpretation.	并非每位科学家都会赞同同一种解释。	original_project_authored	draft_auto_validated	false
PH-C6-0300	interfere with	妨碍；干扰	后接受到不利影响的活动、设备或过程。	Bright street lighting can interfere with astronomical observations.	明亮的街道照明会干扰天文观测。	original_project_authored	draft_auto_validated	false
