record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-J-0032	for short	简称；缩写为	用于说明一个较长名称的简短说法。	We call the International Space Station the ISS for short.	我们把国际空间站简称为 ISS。	original_project_authored	draft_auto_validated	false
PH-J-0033	for sure	确实；肯定地	表示说话人对某事很有把握。	I cannot say for sure when the bus will arrive.	我无法确切地说公共汽车什么时候到。	original_project_authored	draft_auto_validated	false
PH-J-0034	from time to time	不时；偶尔	表示某事间隔一段时间发生一次。	We visit our old teacher from time to time.	我们不时去看望以前的老师。	original_project_authored	draft_auto_validated	false
PH-J-0035	good luck	祝你好运	用于祝愿别人顺利或成功。	Good luck with your English test tomorrow!	祝你明天的英语考试顺利！	original_project_authored	draft_auto_validated	false
PH-J-0036	here and there	到处；各处	表示分散在不同地方，不一定遍及全部区域。	Small cafés appeared here and there along the street.	街道两旁零星分布着一些小咖啡馆。	original_project_authored	draft_auto_validated	false
PH-J-0037	in all	总共；合计	用于给出全部数量。	There are thirty students in all in our music club.	我们的音乐社团总共有三十名学生。	original_project_authored	draft_auto_validated	false
PH-J-0038	in common	共同；共有	常与 have 连用，说明人或事物具有相同点。	The two friends have a love of music in common.	这两个朋友都热爱音乐。	original_project_authored	draft_auto_validated	false
PH-J-0039	in fact	事实上；其实	用于补充真实情况，或纠正可能的误解。	The task looks simple, but in fact it needs careful planning.	这项任务看起来简单，其实需要周密计划。	original_project_authored	draft_auto_validated	false
PH-J-0040	in line	排成一列；成一直线	常用于 wait 或 stand 等动词后，表示按队列排列。	Please wait in line outside the ticket office.	请在售票处外排队等候。	original_project_authored	draft_auto_validated	false
PH-J-0041	in order	井然有序；按顺序	表示事物排列整齐或处于适当状态。	Put the pictures in order to tell the story.	把图片按顺序排列来讲述这个故事。	original_project_authored	draft_auto_validated	false
PH-J-0042	in short	总之；简而言之	用于用简短的话概括前面的内容。	In short, regular practice is the key to improvement.	总之，经常练习是进步的关键。	original_project_authored	draft_auto_validated	false
PH-J-0043	in the end	最后；终于	表示经过一段过程后的最终结果。	We tried several routes and chose the safest one in the end.	我们尝试了几条路线，最后选择了最安全的一条。	original_project_authored	draft_auto_validated	false
PH-J-0044	in the way	挡路；妨碍	表示阻挡通道或妨碍事情进行。	Your bicycle is in the way, so please move it.	你的自行车挡路了，请把它移开。	original_project_authored	draft_auto_validated	false
PH-J-0045	just in time	正好及时	表示在最后时刻赶上，没有错过。	We reached the station just in time for the last train.	我们正好及时赶上末班火车。	original_project_authored	draft_auto_validated	false
PH-J-0046	later on	后来；以后	表示在当前时间之后的某个时候。	I am busy now, but I can help you later on.	我现在很忙，但之后可以帮你。	original_project_authored	draft_auto_validated	false
PH-J-0047	more and more	越来越多；越来越	表示数量或程度持续增加。	More and more students ride bicycles to school.	越来越多的学生骑自行车上学。	original_project_authored	draft_auto_validated	false
PH-J-0048	next door	隔壁；在隔壁	表示紧邻的房屋或房间。	A friendly family moved in next door last week.	上周有一家友善的人搬到了隔壁。	original_project_authored	draft_auto_validated	false
PH-J-0049	no doubt	无疑；很可能	表示确信，也可表示某事极有可能发生。	No doubt, teamwork helped us finish early.	毫无疑问，团队合作帮助我们提前完成了任务。	original_project_authored	draft_auto_validated	false
PH-J-0050	no matter	不管；无论	通常与疑问词连用，引出不影响结果的条件。	No matter what happens, stay calm and ask for help.	无论发生什么，都要保持冷静并寻求帮助。	original_project_authored	draft_auto_validated	false
