record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-H-0083	reach out	伸出手；主动提供帮助；联系	可表示身体动作，也常与 to 连用表示主动联系或帮助某人。	Do not hesitate to reach out to a counselor if you need support.	如果你需要支持，不要犹豫，主动联系辅导员。	original_project_authored	draft_auto_validated	false
PH-H-0084	back up	支持；备份；后退	可表示用证据支持说法、复制数据以防丢失，或向后移动。	Remember to back up your files before updating the system.	更新系统前记得备份文件。	original_project_authored	draft_auto_validated	false
PH-H-0085	break up	分裂；结束；驱散	可指关系结束、团体解散，也可表示使人群散开。	A teacher stepped in to break up the fight.	一名老师介入制止了打斗。	original_project_authored	draft_auto_validated	false
PH-H-0086	bring about	导致；引起	后接变化、结果或事件，强调使其发生。	Better public transport could bring about a major reduction in traffic.	更好的公共交通可能会大幅减少道路交通量。	original_project_authored	draft_auto_validated	false
PH-H-0087	come across	偶然遇到；给人某种印象	可表示无意中发现人或物，也可与 as 连用说明给人的感觉。	You may come across unfamiliar terms while reading the article.	阅读这篇文章时，你可能会遇到不熟悉的术语。	original_project_authored	draft_auto_validated	false
PH-H-0088	come forward	主动站出来；自告奋勇	表示主动提供信息、帮助或承担责任。	Several witnesses agreed to come forward after the appeal.	发出呼吁后，几名目击者同意站出来提供信息。	original_project_authored	draft_auto_validated	false
PH-H-0089	come to light	被发现；显露	表示原本隐藏或未知的事实变得公开。	New evidence may come to light during the investigation.	调查期间可能会发现新的证据。	original_project_authored	draft_auto_validated	false
PH-H-0090	cover for	代替；为某人掩饰	可表示临时代替某人的工作，也可隐瞒其错误或缺席原因。	Could you cover for me while I attend the training session?	我参加培训时，你能临时代替我吗？	original_project_authored	draft_auto_validated	false
PH-H-0091	cut back	削减；减少	常与 on 连用，表示减少消费、开支、产量或活动。	The factory aims to cut back on water use by twenty percent.	这家工厂计划把用水量减少百分之二十。	original_project_authored	draft_auto_validated	false
PH-H-0092	fight back	还击；奋力抵抗	可表示反击攻击者，也可表示努力抵抗疾病、不公或情绪。	Local residents organized to fight back against the illegal dumping.	当地居民组织起来，抵制非法倾倒垃圾的行为。	original_project_authored	draft_auto_validated	false
PH-H-0093	hold back	阻止；抑制；隐瞒	可表示阻碍进展、控制情绪或不公开信息。	Fear of failure should not hold back your progress.	对失败的恐惧不应阻碍你的进步。	original_project_authored	draft_auto_validated	false
PH-H-0094	look forward	期待；向前看	通常与 to 连用表示期待；按字面也可表示向前方看。	Rather than regret the past, we should look forward with confidence.	与其后悔过去，我们更应该满怀信心地向前看。	original_project_authored	draft_auto_validated	false
PH-H-0095	move ahead	向前推进；取得进展	可表示位置向前，也可指计划或工作继续进行。	The project cannot move ahead without final approval.	没有最终批准，这个项目无法推进。	original_project_authored	draft_auto_validated	false
PH-H-0096	point of view	观点；角度	常与 from 连用，表示观察或评价问题的立场。	Try to understand the issue from another point of view.	试着从另一个角度理解这个问题。	original_project_authored	draft_auto_validated	false
PH-H-0097	side by side	并排；共同地	可表示位置相邻，也可比喻共同工作或生活。	Volunteers and residents worked side by side to clean the riverbank.	志愿者和居民并肩清理河岸。	original_project_authored	draft_auto_validated	false
PH-H-0098	slow motion	慢动作	指以低于正常速度播放或观察动作，常与 in 连用。	The video shows the bird landing in slow motion.	这段视频用慢动作展示了鸟落地的过程。	original_project_authored	draft_auto_validated	false
PH-H-0099	step forward	向前迈步；主动站出来	可按字面表示向前一步，也可表示主动提供帮助或承担责任。	One student chose to step forward and lead the discussion.	一名学生主动站出来主持讨论。	original_project_authored	draft_auto_validated	false
PH-H-0100	take advantage	利用；占便宜	与 of 连用时可中性地表示利用机会，也可指不公平地利用他人。	Students should take advantage of every chance to practice speaking.	学生应该利用每一个练习口语的机会。	original_project_authored	draft_auto_validated	false
