record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-H-0031	escape from	从某处逃脱；摆脱	后接所离开的地点、危险或受限制的状态。	The villagers had little time to escape from the rising floodwater.	村民们几乎没有时间逃离不断上涨的洪水。	original_project_authored	draft_auto_validated	false
PH-H-0032	ward off	避开；防止；抵御	后接疾病、危险或威胁，表示采取行动使其无法造成伤害。	Regular exercise may help ward off some health problems.	经常锻炼可能有助于预防一些健康问题。	original_project_authored	draft_auto_validated	false
PH-H-0033	set aside	留出；把某物放在一边	可表示为特定目的预留时间或资源，也可表示暂不考虑某事。	Try to set aside half an hour each day for reading.	尽量每天留出半小时阅读。	original_project_authored	draft_auto_validated	false
PH-H-0034	get used to	习惯于	to 是介词，后接名词、代词或动名词，表示逐渐适应。	It may take time to get used to studying in a new environment.	适应在新环境中学习可能需要时间。	original_project_authored	draft_auto_validated	false
PH-H-0035	cave in	坍塌；屈服	可指墙壁或屋顶向内倒塌，也可指人在压力下让步。	The old roof could cave in under the weight of the snow.	旧屋顶可能会在积雪的重压下坍塌。	original_project_authored	draft_auto_validated	false
PH-H-0036	plug in	接通电源；插入	表示把插头接入电源，也可指连接电子设备。	Do not plug in the machine with wet hands.	不要用湿手给机器接通电源。	original_project_authored	draft_auto_validated	false
PH-H-0037	put aside	把某物放到一边；留出	可表示暂时搁置物品或分歧，也可表示储存时间或金钱。	Let us put aside our differences and solve the problem together.	让我们暂时搁置分歧，共同解决问题。	original_project_authored	draft_auto_validated	false
PH-H-0038	track down	追查到；搜寻到	表示经过持续调查或寻找，最终找到某人、某物或信息。	The reporter managed to track down the original source of the story.	记者成功追查到了这则报道的原始来源。	original_project_authored	draft_auto_validated	false
PH-H-0039	carve out	开创；争取到	表示通过努力为自己创造事业、地位、空间或时间。	She hopes to carve out a career in environmental research.	她希望在环境研究领域开创一番事业。	original_project_authored	draft_auto_validated	false
PH-H-0040	fall apart	破裂；散架；崩溃	可指物体散开，也可指计划、关系或情绪失去稳定。	Without regular repairs, the wooden bridge may fall apart.	如果不定期维修，这座木桥可能会散架。	original_project_authored	draft_auto_validated	false
PH-H-0041	break apart	破裂；分开	表示整体断裂或被分成若干部分。	Large waves can break apart weak sections of sea ice.	巨浪可能使薄弱的海冰断裂开来。	original_project_authored	draft_auto_validated	false
PH-H-0042	factor in	把某因素考虑在内	后接会影响计算、判断或计划的因素。	We must factor in travel time when setting the meeting schedule.	安排会议时间时，我们必须把路途时间考虑在内。	original_project_authored	draft_auto_validated	false
PH-H-0043	keep track	了解动态；记录	通常与 of 连用，表示持续掌握数量、进度或位置的变化。	A simple chart can help you keep track of your reading progress.	一张简单的图表可以帮助你记录阅读进度。	original_project_authored	draft_auto_validated	false
PH-H-0044	link up	连接；会合；合作	可表示设备或系统连接，也可表示人与人会合或组织合作。	The two research teams plan to link up and share their results.	两个研究团队计划合作并共享成果。	original_project_authored	draft_auto_validated	false
PH-H-0045	log in	登录	表示输入身份信息进入计算机系统或网络服务，常与 to 连用。	Students must log in with their school accounts.	学生必须使用学校账户登录。	original_project_authored	draft_auto_validated	false
PH-H-0046	log on	登录；接入系统	通常与 to 连用，表示连接并进入计算机或网络系统。	You need a password to log on to the learning platform.	你需要密码才能登录学习平台。	original_project_authored	draft_auto_validated	false
PH-H-0047	log out	退出登录	表示安全地结束计算机系统或网络账户的会话。	Always log out when you use a shared computer.	使用公用电脑时一定要退出登录。	original_project_authored	draft_auto_validated	false
PH-H-0048	pan out	取得预期结果；成功	常用于否定或条件语境，说明计划、想法或情况最终如何发展。	If the plan does not pan out, we will try another approach.	如果这个计划没有成功，我们会尝试另一种方法。	original_project_authored	draft_auto_validated	false
PH-H-0049	think twice	三思；慎重考虑	常与 before 连用，提醒人在行动前再次认真考虑。	Think twice before sharing personal information online.	在网上分享个人信息前要三思。	original_project_authored	draft_auto_validated	false
PH-H-0050	drag in	把某人或某事牵扯进来	表示把原本无关的人或话题不必要地卷入某件事。	Do not drag in other students who had nothing to do with the argument.	不要把与争论无关的其他学生牵扯进来。	original_project_authored	draft_auto_validated	false
