record_id	phrase	meaning_zh	usage_note_zh	example_en	example_zh	content_method	qa_status	human_review_claimed
PH-H-0177	in the air	在空中；可感觉到；悬而未决	可按字面表示在空气中，也可指气氛明显或事情尚未确定。	A sense of excitement was in the air before the final performance.	最后一场演出前，空气中洋溢着兴奋的气氛。	original_project_authored	draft_auto_validated	false
PH-H-0178	in hand	在手头；在掌握中；正在处理	可表示拥有可用资源、控制住局面或正在处理事情。	With enough supplies in hand, the team continued its journey.	手头有了足够物资，队伍继续前行。	original_project_authored	draft_auto_validated	false
PH-H-0179	in place	在适当位置；准备就绪；正在实施	可表示位置正确，也可说明制度或安排已经建立。	All safety measures must be in place before the event begins.	活动开始前，所有安全措施都必须落实到位。	original_project_authored	draft_auto_validated	false
PH-H-0180	in turn	依次；转而；相应地	可表示按顺序行动，也可说明一个结果进一步引起另一个结果。	Each group will in turn present its findings to the class.	每个小组将依次向全班汇报研究结果。	original_project_authored	draft_auto_validated	false
PH-H-0181	no longer	不再	表示过去存在的状态或动作现在已经停止。	The old bridge is no longer safe for heavy vehicles.	这座旧桥已不再适合重型车辆通行。	original_project_authored	draft_auto_validated	false
PH-H-0182	rather than	而不是；宁可	用于连接两个对等成分，表示选择或对比。	We should repair useful items rather than throw them away.	我们应该修理有用的物品，而不是把它们扔掉。	original_project_authored	draft_auto_validated	false
PH-H-0183	as a result	因此；结果	用于引出前述原因导致的结果，后接 of 时可引出原因。	The road was flooded; as a result, the bus service stopped.	道路被淹，因此公共汽车停运了。	original_project_authored	draft_auto_validated	false
PH-H-0184	as if	好像；仿佛	引导方式或表语从句；与事实相反时常使用虚拟形式。	He spoke as if he had witnessed the event himself.	他说得仿佛亲眼目睹了这件事。	original_project_authored	draft_auto_validated	false
PH-H-0185	even though	即使；尽管	引导让步状语从句，后接完整的主语和谓语。	Even though the route was steep, everyone reached the top safely.	尽管路线陡峭，所有人仍安全到达了山顶。	original_project_authored	draft_auto_validated	false
PH-H-0186	instead of	代替；而不是	of 是介词，后接名词、代词或动名词。	We took the train instead of driving through the storm.	我们乘火车出行，没有冒雨开车。	original_project_authored	draft_auto_validated	false
PH-H-0187	because of	因为；由于	后接名词、代词或动名词，不能直接连接完整句子。	The outdoor concert was canceled because of strong winds.	由于强风，露天音乐会被取消了。	original_project_authored	draft_auto_validated	false
PH-H-0188	thanks to	多亏；由于	后接带来某种结果的人或事，常表示积极原因，也可用于反讽语境。	Thanks to careful planning, the move was completed in one day.	多亏周密计划，搬迁在一天内就完成了。	original_project_authored	draft_auto_validated	false
PH-H-0189	take action	采取行动	常与 to do 或 against 连用，表示为解决问题而采取具体措施。	Communities must take action to protect local water sources.	社区必须采取行动保护当地水源。	original_project_authored	draft_auto_validated	false
PH-H-0190	make a difference	产生影响；起作用	表示行动使情况发生明显改善或变化，常与 to 连用。	Even a small donation can make a difference to the project.	即使一小笔捐款也能对这个项目产生影响。	original_project_authored	draft_auto_validated	false
PH-H-0191	deal with	处理；应对；涉及	可表示处理问题、与某人打交道，也可说明文章或课程的主题。	The training teaches staff how to deal with emergencies.	培训教员工如何应对紧急情况。	original_project_authored	draft_auto_validated	false
PH-H-0192	lead to	导致；通向	可按字面表示道路通往某地，也可说明某事造成某种结果。	A lack of sleep can lead to poor concentration.	睡眠不足会导致注意力不集中。	original_project_authored	draft_auto_validated	false
PH-H-0193	result in	导致；造成	后接结果，主语通常是引发该结果的原因。	Ignoring a minor fault may result in a costly repair later.	忽视小故障以后可能会导致高昂的维修费用。	original_project_authored	draft_auto_validated	false
PH-H-0194	refer to	指的是；提到；查阅	可说明词语所指对象、在谈话中提及，或查阅资料。	In this report, the word youth will refer to people under twenty-five.	在本报告中，青年一词指二十五岁以下的人。	original_project_authored	draft_auto_validated	false
PH-H-0195	apply for	申请	后接职位、课程、许可或资金等希望获得的事物。	Eligible students may apply for financial support online.	符合条件的学生可以在线申请经济资助。	original_project_authored	draft_auto_validated	false
PH-H-0196	in a way	在某种程度上；从某一角度看	用于限定观点，说明陈述只在某个方面成立。	In a way, the unexpected delay gave us more time to prepare.	从某种角度看，意外的延误给了我们更多准备时间。	original_project_authored	draft_auto_validated	false
PH-H-0197	be based on	以某事为基础；根据	后接作为依据、来源或原型的人或事物。	Scientific conclusions should be based on reliable evidence.	科学结论应该以可靠证据为基础。	original_project_authored	draft_auto_validated	false
PH-H-0198	real life	现实生活	指实际发生的生活和经历，与小说、网络或模拟环境相对。	Communication can be more complex in real life than in a textbook.	现实生活中的交流可能比课本中更复杂。	original_project_authored	draft_auto_validated	false
PH-H-0199	be related to	与某事有关；与某人有亲属关系	后接存在联系的人或事物，具体关系由语境决定。	The change may be related to a rise in water temperature.	这种变化可能与水温上升有关。	original_project_authored	draft_auto_validated	false
PH-H-0200	social media	社交媒体	指用户创建、分享内容并进行社交互动的网络平台和服务。	Information on social media should be checked before it is shared.	社交媒体上的信息在分享前应该核实。	original_project_authored	draft_auto_validated	false
