record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed,meaning_zh,usage_note_zh,example_en,example_zh,content_method,content_qa_status,view_sequence
PH-J-0023,by the way,by the way,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,by_the_way%4:02:00::,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,顺便说一下,用于转换到与当前话题相关的补充内容。,"By the way, did you bring your library card?",顺便问一下，你带图书证了吗？,original_project_authored,draft_auto_validated,23
PH-J-0024,day and night,day and night,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,day-and-night%5:00:00:continuous:01,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,日夜；昼夜不停,强调某事持续进行或在白天和夜晚都发生。,The doctors worked day and night to help the patients.,医生们日夜工作，救助病人。,original_project_authored,draft_auto_validated,24
PH-J-0025,each other,each other,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,approved_dictionary_candidate_pool,Moby,,True,138,independently selected for learning value and first-introduction level,english_scope_frozen,False,彼此；互相,用于两人或多人之间的相互行为。,Good teammates listen to each other.,优秀的队友会互相倾听。,original_project_authored,draft_auto_validated,25
PH-J-0026,every day,every day,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,False,32,independently selected for learning value and first-introduction level,english_scope_frozen,False,每天,作时间状语，说明动作每日发生；与形容词 everyday 区分。,I water these plants every day.,我每天给这些植物浇水。,original_project_authored,draft_auto_validated,26
PH-J-0027,every week,every week,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,every_week%4:02:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,每周,作时间状语，说明动作每个星期发生。,Our class has a reading meeting every week.,我们班每周举行一次读书会。,original_project_authored,draft_auto_validated,27
PH-J-0028,every year,every year,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,every_year%4:02:00::,False,29,independently selected for learning value and first-introduction level,english_scope_frozen,False,每年,作时间状语，说明动作或事件每年发生。,Many visitors come to the town every year.,每年都有许多游客来到这个小镇。,original_project_authored,draft_auto_validated,28
PH-J-0029,for a while,for a while,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_a_while%4:02:01::,False,14,independently selected for learning value and first-introduction level,english_scope_frozen,False,一会儿；一段时间,表示某个动作或状态持续一段不太长的时间。,Let us sit here and rest for a while.,我们坐在这里休息一会儿吧。,original_project_authored,draft_auto_validated,29
PH-J-0030,for example,for example,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_example%4:02:00::,False,53,independently selected for learning value and first-introduction level,english_scope_frozen,False,例如,用于引出能够说明前面观点的具体例子。,"Some animals, for example, bears, sleep through much of the winter.",有些动物，例如熊，会睡过冬季的大部分时间。,original_project_authored,draft_auto_validated,30
PH-J-0031,for free,for free,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_free%4:02:00::,False,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,免费地,表示获得某物或服务时不需要付钱。,Children can enter the museum for free on Sundays.,孩子们星期日可以免费进入博物馆。,original_project_authored,draft_auto_validated,31
PH-J-0032,for short,for short,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_short%4:02:00::,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,简称；缩写为,用于说明一个较长名称的简短说法。,We call the International Space Station the ISS for short.,我们把国际空间站简称为 ISS。,original_project_authored,draft_auto_validated,32
PH-J-0033,for sure,for sure,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,for_sure%4:02:00::|for_sure%5:00:00:unquestionable:00,False,6,independently selected for learning value and first-introduction level,english_scope_frozen,False,确实；肯定地,表示说话人对某事很有把握。,I cannot say for sure when the bus will arrive.,我无法确切地说公共汽车什么时候到。,original_project_authored,draft_auto_validated,33
PH-J-0034,from time to time,from time to time,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,from_time_to_time%4:02:00::,False,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,不时；偶尔,表示某事间隔一段时间发生一次。,We visit our old teacher from time to time.,我们不时去看望以前的老师。,original_project_authored,draft_auto_validated,34
PH-J-0035,good luck,good luck,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,good_luck%1:11:00::|good_luck%1:19:00::|good_luck%1:26:00::,False,9,independently selected for learning value and first-introduction level,english_scope_frozen,False,祝你好运,用于祝愿别人顺利或成功。,Good luck with your English test tomorrow!,祝你明天的英语考试顺利！,original_project_authored,draft_auto_validated,35
PH-J-0036,here and there,here and there,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,here_and_there%4:02:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,到处；各处,表示分散在不同地方，不一定遍及全部区域。,Small cafés appeared here and there along the street.,街道两旁零星分布着一些小咖啡馆。,original_project_authored,draft_auto_validated,36
PH-J-0037,in all,in all,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_all%4:02:00::,False,49,independently selected for learning value and first-introduction level,english_scope_frozen,False,总共；合计,用于给出全部数量。,There are thirty students in all in our music club.,我们的音乐社团总共有三十名学生。,original_project_authored,draft_auto_validated,37
PH-J-0038,in common,in common,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_common%4:02:00::|in_common%4:02:01::,False,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,共同；共有,常与 have 连用，说明人或事物具有相同点。,The two friends have a love of music in common.,这两个朋友都热爱音乐。,original_project_authored,draft_auto_validated,38
PH-J-0039,in fact,in fact,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_fact%4:02:00::,False,42,independently selected for learning value and first-introduction level,english_scope_frozen,False,事实上；其实,用于补充真实情况，或纠正可能的误解。,"The task looks simple, but in fact it needs careful planning.",这项任务看起来简单，其实需要周密计划。,original_project_authored,draft_auto_validated,39
PH-J-0040,in line,in line,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_line%4:02:00::|in_line%5:00:00:eligible:00|in_line%5:00:00:succeeding:00,False,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,排成一列；成一直线,常用于 wait 或 stand 等动词后，表示按队列排列。,Please wait in line outside the ticket office.,请在售票处外排队等候。,original_project_authored,draft_auto_validated,40
PH-J-0041,in order,in order,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,in_order%5:00:00:ready:00,False,46,independently selected for learning value and first-introduction level,english_scope_frozen,False,井然有序；按顺序,表示事物排列整齐或处于适当状态。,Put the pictures in order to tell the story.,把图片按顺序排列来讲述这个故事。,original_project_authored,draft_auto_validated,41
PH-J-0042,in short,in short,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_short%4:02:01::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,总之；简而言之,用于用简短的话概括前面的内容。,"In short, regular practice is the key to improvement.",总之，经常练习是进步的关键。,original_project_authored,draft_auto_validated,42
PH-J-0043,in the end,in the end,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_the_end%4:02:00::|in_the_end%4:02:02::,False,17,independently selected for learning value and first-introduction level,english_scope_frozen,False,最后；终于,表示经过一段过程后的最终结果。,We tried several routes and chose the safest one in the end.,我们尝试了几条路线，最后选择了最安全的一条。,original_project_authored,draft_auto_validated,43
PH-J-0044,in the way,in the way,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,in_the_way%4:02:00::,False,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,挡路；妨碍,表示阻挡通道或妨碍事情进行。,"Your bicycle is in the way, so please move it.",你的自行车挡路了，请把它移开。,original_project_authored,draft_auto_validated,44
PH-J-0045,just in time,just in time,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,just_in_time%4:02:00::,False,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,正好及时,表示在最后时刻赶上，没有错过。,We reached the station just in time for the last train.,我们正好及时赶上末班火车。,original_project_authored,draft_auto_validated,45
PH-J-0046,later on,later on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,later_on%4:02:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,后来；以后,表示在当前时间之后的某个时候。,"I am busy now, but I can help you later on.",我现在很忙，但之后可以帮你。,original_project_authored,draft_auto_validated,46
PH-J-0047,more and more,more and more,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,more_and_more%4:02:00::,False,17,independently selected for learning value and first-introduction level,english_scope_frozen,False,越来越多；越来越,表示数量或程度持续增加。,More and more students ride bicycles to school.,越来越多的学生骑自行车上学。,original_project_authored,draft_auto_validated,47
PH-J-0048,next door,next door,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,next_door%4:02:00::,False,5,independently selected for learning value and first-introduction level,english_scope_frozen,False,隔壁；在隔壁,表示紧邻的房屋或房间。,A friendly family moved in next door last week.,上周有一家友善的人搬到了隔壁。,original_project_authored,draft_auto_validated,48
PH-J-0049,no doubt,no doubt,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,no_doubt%4:02:00::,False,11,independently selected for learning value and first-introduction level,english_scope_frozen,False,无疑；很可能,表示确信，也可表示某事极有可能发生。,"No doubt, teamwork helped us finish early.",毫无疑问，团队合作帮助我们提前完成了任务。,original_project_authored,draft_auto_validated,49
PH-J-0050,no matter,no matter,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,no_matter%4:02:00::,False,33,independently selected for learning value and first-introduction level,english_scope_frozen,False,不管；无论,通常与疑问词连用，引出不影响结果的条件。,"No matter what happens, stay calm and ask for help.",无论发生什么，都要保持冷静并寻求帮助。,original_project_authored,draft_auto_validated,50
PH-J-0051,no more,no more,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,no_more%4:02:01::|no_more%4:02:05::,False,18,independently selected for learning value and first-introduction level,english_scope_frozen,False,不再；没有更多,可表示某事停止发生，也可说明数量已经没有剩余。,There is no more juice in the bottle.,瓶子里没有果汁了。,original_project_authored,draft_auto_validated,51
PH-J-0052,now and then,now and then,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,now_and_then%4:02:00::,False,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,有时；偶尔,表示某事不经常但会间或发生。,We eat at that small restaurant now and then.,我们偶尔会去那家小餐馆吃饭。,original_project_authored,draft_auto_validated,52
PH-J-0053,of course,of course,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,of_course%4:02:00::,False,55,independently selected for learning value and first-introduction level,english_scope_frozen,False,当然；自然,表示回答肯定、事情显而易见或愿意提供帮助。,Of course you can borrow my dictionary.,你当然可以借我的词典。,original_project_authored,draft_auto_validated,53
PH-J-0054,on fire,on fire,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,on_fire%5:00:00:lighted:00,False,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,着火；燃烧着,通常与 be 连用，表示某物正在燃烧。,"The dry grass was on fire, so we called for help.",干草着火了，所以我们打电话求助。,original_project_authored,draft_auto_validated,54
PH-J-0055,on purpose,on purpose,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_purpose%4:02:00::,False,8,independently selected for learning value and first-introduction level,english_scope_frozen,False,故意地,表示某个行为是有意做出的，而非偶然。,She left the window open on purpose to let fresh air in.,她故意把窗户开着，好让新鲜空气进来。,original_project_authored,draft_auto_validated,55
PH-J-0056,on the way,on the way,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_the_way%4:02:00::,False,12,independently selected for learning value and first-introduction level,english_scope_frozen,False,在路上；即将到来,常与 to 连用表示去某地途中，也可表示某事即将发生。,We bought some bread on the way to school.,我们在上学路上买了一些面包。,original_project_authored,draft_auto_validated,56
PH-J-0057,on time,on time,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,on_time%3:00:00::|on_time%4:02:00::|on_time%5:00:00:due:00,False,13,independently selected for learning value and first-introduction level,english_scope_frozen,False,准时,表示在约定或规定的时刻，不早也不晚。,The school bus arrived on time this morning.,校车今天早上准时到达。,original_project_authored,draft_auto_validated,57
PH-J-0058,once again,once again,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,once_again%4:02:00::,False,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,再一次；又一次,表示同一动作或情况再次发生。,"Once again, our class won the basketball game.",我们班又一次赢得了篮球比赛。,original_project_authored,draft_auto_validated,58
PH-J-0059,once more,once more,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,once_more%4:02:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,再一次,常用于请求或说明动作再重复一次。,Please read the last sentence once more.,请把最后一句再读一遍。,original_project_authored,draft_auto_validated,59
PH-J-0060,or else,or else,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,or_else%4:02:01::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,否则；要不然,用于警告不采取前述行动会产生某种后果。,"Wear your coat, or else you may feel cold outside.",穿上外套，否则你在外面可能会觉得冷。,original_project_authored,draft_auto_validated,60
PH-J-0061,out loud,out loud,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,out_loud%4:02:00::,False,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,出声地；大声地,表示把原本可默念的内容说出声音来。,The teacher asked us to read the poem out loud.,老师让我们大声朗读这首诗。,original_project_authored,draft_auto_validated,61
PH-J-0062,over and over,over and over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,over_and_over%4:02:00::,False,7,independently selected for learning value and first-introduction level,english_scope_frozen,False,反复地；一再,强调同一动作发生很多次。,He practiced the difficult line over and over.,他反复练习那句困难的台词。,original_project_authored,draft_auto_validated,62
PH-J-0063,right away,right away,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,right_away%4:02:00::|right_away%4:02:03::,True,3,independently selected for learning value and first-introduction level,english_scope_frozen,False,立刻；马上,表示毫不拖延地采取行动。,Please wash the cut right away.,请立即清洗伤口。,original_project_authored,draft_auto_validated,63
PH-J-0064,so far,so far,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,so_far%4:02:00::|so_far%4:02:01::|so_far%4:02:02::,False,45,independently selected for learning value and first-introduction level,english_scope_frozen,False,到目前为止,通常与现在完成时连用，说明截至现在的情况。,"So far, we have collected fifty books for the library.",到目前为止，我们已经为图书馆募集了五十本书。,original_project_authored,draft_auto_validated,64
PH-J-0065,until now,until now,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,until_now%4:02:00::,False,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,直到现在,强调某种情况从过去持续到现在，或直到现在才改变。,"Until now, I have never traveled by plane.",直到现在，我还从未坐过飞机旅行。,original_project_authored,draft_auto_validated,65
PH-J-0066,up and down,up and down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,up_and_down%4:02:01::|up_and_down%4:02:03::,True,4,independently selected for learning value and first-introduction level,english_scope_frozen,False,上上下下；来回,表示沿上下方向移动，也可表示来回走动。,The excited puppy jumped up and down.,兴奋的小狗跳上跳下。,original_project_authored,draft_auto_validated,66
PH-J-0067,very well,very well,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",adverbial_or_connector,approved_dictionary_candidate_pool,OEWN,very_well%4:02:00::|very_well%4:02:01::,False,10,independently selected for learning value and first-introduction level,english_scope_frozen,False,很好；非常好,可表示动作完成得好，也可用于接受建议或安排。,Mina plays the piano very well.,米娜钢琴弹得很好。,original_project_authored,draft_auto_validated,67
