phrase,normalized_phrase,word_count,oewn_match,oewn_pos,oewn_sense_ids,oewn_forms,moby_match,moby_forms,tatoeba_cc0_sentence_count,all_components_in_junior_boundary,candidate_status,priority_score,introduced_level_candidate,human_review_claimed
care for,care for,2,true,v,care_for%2:29:00::|care_for%2:37:01::|care_for%2:37:08::,care for,false,,36,true,evidence_ready_review,62.095,junior,false
out in,out in,2,true,v,out_in%2:38:00::,out in,false,,35,true,evidence_ready_review,61.699,junior,false
at home,at home,2,true,n|r,at_home%1:14:00::|at_home%4:02:00::|at_home%4:02:01::,at home,true,at-home,37,true,evidence_ready_review,61.479,junior,false
in all,in all,2,true,r,in_all%4:02:00::,in all,false,,49,true,evidence_ready_review,61.439,junior,false
climate change,climate change,2,true,n,climate_change%1:22:00::,climate change,false,,68,true,evidence_ready_review,61.085,junior,false
get to,get to,2,true,v,get_to%2:30:00::|get_to%2:37:00::|get_to%2:38:02::,get to,false,,32,true,evidence_ready_review,60.444,junior,false
so far,so far,2,true,r,so_far%4:02:00::|so_far%4:02:01::|so_far%4:02:02::,so far,false,,45,true,evidence_ready_review,60.236,junior,false
in that,in that,2,true,r,in_that%4:02:00::,in that,false,,44,true,evidence_ready_review,59.919,junior,false
come up,come up,2,true,v,come_up%2:30:00::|come_up%2:35:00::|come_up%2:35:01::|come_up%2:35:02::|come_up%2:36:03::|come_up%2:38:00::|come_up%2:38:01::|come_up%2:38:02::|come_up%2:38:03::|come_up%2:40:00::|come_up%2:42:00::|come_up%2:42:01::,come up,true,come up,23,true,evidence_ready_review,59.85,junior,false
think of,think of,2,true,v,think_of%2:31:00::|think_of%2:31:01::|think_of%2:31:02::|think_of%2:31:03::|think_of%2:31:04::|think_of%2:36:00::,think of,false,,30,true,evidence_ready_review,59.542,junior,false
in fact,in fact,2,true,r,in_fact%4:02:00::,in fact,false,,42,true,evidence_ready_review,59.263,junior,false
put on,put on,2,true,a|n|v,put-on%1:04:00::|put-on%1:04:01::|put-on%1:10:00::|put_on%2:29:00::|put_on%2:29:03::|put_on%2:30:00::|put_on%2:30:01::|put_on%2:32:00::|put_on%2:35:00::|put_on%2:36:00::|put_on%2:36:01::|put_on%2:36:02::|put_on%5:00:00:counterfeit:00,put on|put-on,true,put on|put-on,22,true,evidence_ready_review,59.236,junior,false
work in,work in,2,true,n|v,work-in%1:04:00::|work_in%2:30:00::,work in|work-in,false,,29,true,evidence_ready_review,59.069,junior,false
in front,in front,2,true,r,in_front%4:02:00::,in front,false,,40,true,evidence_ready_review,58.576,junior,false
know how,know how,2,true,n,know-how%1:09:00::,know-how,true,know-how,42,true,evidence_ready_review,58.263,junior,false
right wing,right wing,2,true,a|n,right-wing%5:00:00:right:03|right_wing%1:14:00::,right wing|right-wing,true,right wing,41,true,evidence_ready_review,57.923,junior,false
set up,set up,2,true,v,set_up%2:30:00::|set_up%2:30:02::|set_up%2:30:03::|set_up%2:31:00::|set_up%2:35:00::|set_up%2:35:01::|set_up%2:35:02::|set_up%2:35:04::|set_up%2:36:00::|set_up%2:36:01::|set_up%2:36:02::|set_up%2:36:03::|set_up%2:41:00::|set_up%2:41:01::|set_up%2:41:02::,set up,true,set up,20,true,evidence_ready_review,57.923,junior,false
on earth,on earth,2,true,r,on_earth%4:02:00::,on earth,false,,38,true,evidence_ready_review,57.854,junior,false
live on,live on,2,true,v,live_on%2:42:00::,live on,false,,26,true,evidence_ready_review,57.549,junior,false
think about,think about,2,true,v,think_about%2:31:03::|think_about%2:31:05::,think about,false,,26,true,evidence_ready_review,57.549,junior,false
long time,long time,2,true,a|n,long-time%5:00:00:old:01|long_time%1:28:00::,long time|long-time,false,,52,true,evidence_ready_review,57.279,junior,false
all over,all over,2,true,a|r,all_over%4:02:00::|all_over%4:02:01::|all_over%5:00:00:finished:01,all over,false,,34,true,evidence_ready_review,56.293,junior,false
do with,do with,2,false,,,,true,do with,36,true,moby_corpus_review,56.095,junior,false
no matter,no matter,2,true,r,no_matter%4:02:00::,no matter,false,,33,true,evidence_ready_review,55.875,junior,false
make up,make up,2,true,n|v,make-up%1:06:00::|make-up%1:07:00::|make-up%1:11:00::|make_up%2:29:00::|make_up%2:30:00::|make_up%2:32:00::|make_up%2:36:01::|make_up%2:36:03::|make_up%2:40:00::|make_up%2:41:00::|make_up%2:42:00::|make_up%2:42:03::,make up|make-up,false,,23,true,evidence_ready_review,55.85,junior,false
take care,take care,2,true,v,take_care%2:41:00::|take_care%2:41:11::|take_care%2:41:12::,take care,false,,23,true,evidence_ready_review,55.85,junior,false
ask for,ask for,2,true,v,ask_for%2:32:00::|ask_for%2:37:00::,ask for,true,ask for,17,true,evidence_ready_review,55.699,junior,false
in order,in order,2,true,a,in_order%5:00:00:ready:00,in order,false,,46,true,evidence_ready_review,55.546,junior,false
just as,just as,2,true,r,just_as%4:02:02::,just as,false,,32,true,evidence_ready_review,55.444,junior,false
come back,come back,2,true,v,come_back%2:30:00::|come_back%2:32:00::|come_back%2:32:01::|come_back%2:38:01::,come back,false,,22,true,evidence_ready_review,55.236,junior,false
end up,end up,2,true,v,end_up%2:30:01::,end up,false,,22,true,evidence_ready_review,55.236,junior,false
each year,each year,2,true,r,each_year%4:02:00::|each_year%4:02:01::,each year,false,,31,true,evidence_ready_review,55.0,junior,false
in time,in time,2,true,n|r,in_time%1:28:00::|in_time%4:02:00::|in_time%4:02:01::,in time,false,,31,true,evidence_ready_review,55.0,junior,false
on it,on it,2,true,r,on_it%4:02:00::,on it,false,,31,true,evidence_ready_review,55.0,junior,false
out to,out to,2,true,a,out_to%5:00:00:resolute:00,out to,false,,44,true,evidence_ready_review,54.919,junior,false
get back,get back,2,true,v,get_back%2:33:00::|get_back%2:33:01::|get_back%2:33:13::,get back,true,get back,16,true,evidence_ready_review,54.875,junior,false
get it,get it,2,true,v,get_it%2:31:00::|get_it%2:41:01::,get it,false,,21,true,evidence_ready_review,54.594,junior,false
close to,close to,2,true,r,close_to%4:02:00::,close to,false,,30,true,evidence_ready_review,54.542,junior,false
space station,space station,2,true,n,space_station%1:06:00::,space station,true,space station,32,true,evidence_ready_review,54.444,junior,false
every year,every year,2,true,r,every_year%4:02:00::,every year,false,,29,true,evidence_ready_review,54.069,junior,false
come out,come out,2,true,v,come_out%2:30:00::|come_out%2:30:01::|come_out%2:30:03::|come_out%2:30:04::|come_out%2:31:00::|come_out%2:32:00::|come_out%2:32:01::|come_out%2:38:00::|come_out%2:38:01::|come_out%2:38:06::|come_out%2:42:00::,come out,true,come out,15,true,evidence_ready_review,54.0,junior,false
focus on,focus on,2,true,v,focus_on%2:42:00::,focus on,false,,20,true,evidence_ready_review,53.923,junior,false
pick up,pick up,2,true,v,pick_up%2:29:00::|pick_up%2:30:00::|pick_up%2:30:01::|pick_up%2:31:00::|pick_up%2:34:00::|pick_up%2:35:00::|pick_up%2:35:01::|pick_up%2:37:00::|pick_up%2:38:00::|pick_up%2:38:01::|pick_up%2:39:00::|pick_up%2:39:01::|pick_up%2:40:00::|pick_up%2:40:01::|pick_up%2:40:02::|pick_up%2:41:00::,pick up,false,,20,true,evidence_ready_review,53.923,junior,false
and how,and how,2,true,r,and_how%4:02:00::,and how,false,,28,true,evidence_ready_review,53.58,junior,false
on that,on that,2,true,r,on_that%4:02:00::,on that,false,,28,true,evidence_ready_review,53.58,junior,false
get out,get out,2,true,v,get_out%2:32:00::|get_out%2:32:01::|get_out%2:32:03::|get_out%2:35:00::|get_out%2:38:00::|get_out%2:38:01::|get_out%2:38:02::,get out,false,,19,true,evidence_ready_review,53.219,junior,false
at last,at last,2,true,r,at_last%4:02:00::,at last,false,,27,true,evidence_ready_review,53.074,junior,false
to it,to it,2,true,r,to_it%4:02:00::,to it,false,,27,true,evidence_ready_review,53.074,junior,false
high school,high school,2,true,n,high_school%1:14:00::,high school,true,high school,29,true,evidence_ready_review,53.069,junior,false
walk in,walk in,2,true,a|n|v,walk-in%1:06:00::|walk-in%1:11:00::|walk-in%1:18:00::|walk-in%1:18:01::|walk-in%5:00:00:deep:01|walk_in%2:38:00::,walk in|walk-in,true,walk-in,14,true,evidence_ready_review,53.069,junior,false
much as,much as,2,true,r,much_as%4:02:00::,much as,false,,26,true,evidence_ready_review,52.549,junior,false
work at,work at,2,true,v,work_at%2:41:01::,work at,false,,18,true,evidence_ready_review,52.479,junior,false
far right,far right,2,true,a,far-right%5:00:00:right:03,far-right,false,,36,true,evidence_ready_review,52.095,junior,false
grow up,grow up,2,true,v,grow_up%2:41:00::,grow up,true,grow up,13,true,evidence_ready_review,52.074,junior,false
pay for,pay for,2,true,v,pay_for%2:41:00::,pay for,true,pay for,13,true,evidence_ready_review,52.074,junior,false
world war,world war,2,true,n,world_war%1:04:00::,world war,true,world war,27,true,evidence_ready_review,52.074,junior,false
at the same time,at the same time,4,true,r,at_the_same_time%4:02:03::|at_the_same_time%4:02:05::|at_the_same_time%4:02:06::,at the same time,false,,29,true,evidence_ready_review,52.069,junior,false
at once,at once,2,true,r,at_once%4:02:00::|at_once%4:02:03::,at once,false,,25,true,evidence_ready_review,52.004,junior,false
find out,find out,2,true,v,find_out%2:31:00::|find_out%2:31:01::|find_out%2:32:00::|find_out%2:32:01::,find out,false,,17,true,evidence_ready_review,51.699,junior,false
responsible for,responsible for,2,true,a,responsible_for%5:00:00:causative:00,responsible for,false,,34,true,evidence_ready_review,51.293,junior,false
get in,get in,2,true,v,get_in%2:38:00::|get_in%2:38:01::|get_in%2:40:01::|get_in%2:41:00::,get in,true,get in,12,true,evidence_ready_review,51.004,junior,false
get into,get into,2,true,v,get_into%2:29:00::|get_into%2:32:00::|get_into%2:38:00::|get_into%2:40:00::|get_into%2:42:00::,get into,true,get into,12,true,evidence_ready_review,51.004,junior,false
go on,go on,2,true,v,go_on%2:30:00::|go_on%2:32:00::|go_on%2:35:00::|go_on%2:38:00::|go_on%2:42:00::,go on,true,go on,12,true,evidence_ready_review,51.004,junior,false
shut up,shut up,2,true,a|v,shut_up%2:30:00::|shut_up%2:32:00::|shut_up%2:35:00::|shut_up%5:00:00:confined:00,shut up,true,shut up,12,true,evidence_ready_review,51.004,junior,false
wake up,wake up,2,true,v,wake_up%2:29:00::|wake_up%2:29:01::,wake up,true,wake-up,12,true,evidence_ready_review,51.004,junior,false
work on,work on,2,true,v,work_on%2:36:00::|work_on%2:41:00::,work on,true,work on,12,true,evidence_ready_review,51.004,junior,false
can do,can do,2,true,a,can-do%5:00:00:dynamic:00,can-do,false,,33,true,evidence_ready_review,50.875,junior,false
and so,and so,2,true,r,and_so%4:02:00::,and so,false,,23,true,evidence_ready_review,50.85,junior,false
at a time,at a time,3,true,r,at_a_time%4:02:00::,at a time,false,,23,true,evidence_ready_review,50.85,junior,false
to that,to that,2,true,r,to_that%4:02:00::,to that,false,,23,true,evidence_ready_review,50.85,junior,false
close up,close up,2,true,n|r|v,close-up%1:06:01::|close_up%2:32:00::|close_up%2:35:00::|close_up%2:35:01::|close_up%2:41:00::|close_up%4:02:00::,close up|close-up,true,close-up,8,true,evidence_ready_review,50.699,junior,false
belong to,belong to,2,true,v,belong_to%2:42:00::,belong to,false,,15,true,evidence_ready_review,50.0,junior,false
give up,give up,2,true,v,give_up%2:31:00::|give_up%2:33:00::|give_up%2:33:01::|give_up%2:34:00::|give_up%2:40:00::|give_up%2:40:01::|give_up%2:40:02::|give_up%2:40:03::|give_up%2:40:05::|give_up%2:41:00::|give_up%2:41:05::|give_up%2:42:00::,give up,true,give up,11,true,evidence_ready_review,49.85,junior,false
go out,go out,2,true,v,go_out%2:30:00::|go_out%2:38:00::|go_out%2:38:01::|go_out%2:38:02::|go_out%2:41:00::|go_out%2:42:00::,go out,true,go out,11,true,evidence_ready_review,49.85,junior,false
in law,in law,2,true,n,in-law%1:18:00::,in-law,true,in-law,23,true,evidence_ready_review,49.85,junior,false
young man,young man,2,true,n,young_man%1:18:00::,young man,true,young man,23,true,evidence_ready_review,49.85,junior,false
all the time,all the time,3,true,r,all_the_time%4:02:01::,all the time,false,,21,true,evidence_ready_review,49.594,junior,false
with it,with it,2,true,a,with-it%5:00:00:fashionable:00|with-it%5:00:00:smart:00,with-it,false,,30,true,evidence_ready_review,49.542,junior,false
do in,do in,2,true,v,do_in%2:35:00::,do in,true,do in,10,true,evidence_ready_review,48.594,junior,false
get off,get off,2,true,v,get_off%2:32:00::|get_off%2:32:01::|get_off%2:32:04::|get_off%2:32:05::|get_off%2:34:00::|get_off%2:35:00::|get_off%2:38:00::|get_off%2:38:01::|get_off%2:38:02::|get_off%2:39:00::|get_off%2:41:00::,get off,true,get off,10,true,evidence_ready_review,48.594,junior,false
go through,go through,2,true,v,go_through%2:34:00::|go_through%2:34:01::|go_through%2:39:00::,go through,true,go through,10,true,evidence_ready_review,48.594,junior,false
have not,have not,2,true,n,have-not%1:18:00::,have-not,true,have-not,21,true,evidence_ready_review,48.594,junior,false
long term,long term,2,true,a,long-term%5:00:00:long:02,long-term,true,long-term,21,true,evidence_ready_review,48.594,junior,false
be on,be on,2,true,v,be_on%2:30:00::,be on,false,,13,true,evidence_ready_review,48.074,junior,false
feel like,feel like,2,true,v,feel_like%2:37:00::,feel like,false,,13,true,evidence_ready_review,48.074,junior,false
look for,look for,2,true,v,look_for%2:35:00::|look_for%2:37:00::,look for,false,,13,true,evidence_ready_review,48.074,junior,false
travel to,travel to,2,true,v,travel_to%2:38:00::,travel to,false,,13,true,evidence_ready_review,48.074,junior,false
so long,so long,2,true,n,so_long%1:10:00::,so long,true,so long,20,true,evidence_ready_review,47.923,junior,false
no more,no more,2,true,r,no_more%4:02:01::|no_more%4:02:05::,no more,false,,18,true,evidence_ready_review,47.479,junior,false
carry out,carry out,2,true,v,carry_out%2:30:00::|carry_out%2:36:00::,carry out,true,carry out,9,true,evidence_ready_review,47.219,junior,false
come in,come in,2,true,v,come_in%2:31:00::|come_in%2:32:00::|come_in%2:38:01::|come_in%2:38:02::|come_in%2:42:00::,come in,true,come in,9,true,evidence_ready_review,47.219,junior,false
go ahead,go ahead,2,true,n|v,go-ahead%1:07:00::|go-ahead%1:10:00::|go_ahead%2:32:00::,go ahead|go-ahead,true,go ahead|go-ahead,9,true,evidence_ready_review,47.219,junior,false
go for,go for,2,true,v,go_for%2:31:00::|go_for%2:32:00::|go_for%2:33:00::|go_for%2:37:00::|go_for%2:42:00::,go for,true,go for,9,true,evidence_ready_review,47.219,junior,false
hold on,hold on,2,true,v,hold_on%2:30:00::|hold_on%2:30:05::|hold_on%2:32:00::|hold_on%2:35:00::|hold_on%2:40:00::,hold on,true,hold on,9,true,evidence_ready_review,47.219,junior,false
turn on,turn on,2,true,n|v,turn-on%1:09:00::|turn_on%2:30:00::|turn_on%2:34:00::|turn_on%2:35:00::|turn_on%2:37:00::|turn_on%2:37:02::|turn_on%2:39:00::|turn_on%2:42:00::,turn on|turn-on,true,turn on,9,true,evidence_ready_review,47.219,junior,false
home in,home in,2,true,v,home_in%2:33:12::,home in,false,,12,true,evidence_ready_review,47.004,junior,false
let go,let go,2,true,v,let_go%2:35:00::|let_go%2:42:00::,let go,false,,12,true,evidence_ready_review,47.004,junior,false
put together,put together,2,true,v,put_together%2:36:00::,put together,false,,12,true,evidence_ready_review,47.004,junior,false
up on,up on,2,true,a,up_on%5:00:00:informed:00,up on,false,,25,true,evidence_ready_review,47.004,junior,false
if not,if not,2,true,r,if_not%4:02:00::,if not,false,,17,true,evidence_ready_review,46.699,junior,false
in the end,in the end,3,true,r,in_the_end%4:02:00::|in_the_end%4:02:02::,in the end,false,,17,true,evidence_ready_review,46.699,junior,false
more and more,more and more,3,true,r,more_and_more%4:02:00::,more and more,false,,17,true,evidence_ready_review,46.699,junior,false
full time,full time,2,true,a|r,full-time%3:00:00::|full-time%4:02:00::,full-time,true,full time|full-time,12,true,evidence_ready_review,46.004,junior,false
in part,in part,2,true,r,in_part%4:02:00::,in part,false,,16,true,evidence_ready_review,45.875,junior,false
in place,in place,2,true,r,in_place%4:02:00::,in place,false,,16,true,evidence_ready_review,45.875,junior,false
take place,take place,2,true,v,take_place%2:30:00::,take place,false,,11,true,evidence_ready_review,45.85,junior,false
clean up,clean up,2,true,v,clean_up%2:29:00::|clean_up%2:30:03::|clean_up%2:40:00::|clean_up%2:40:04::,clean up,true,clean up,8,true,evidence_ready_review,45.699,junior,false
get along,get along,2,true,v,get_along%2:30:00::|get_along%2:41:00::|get_along%2:42:00::,get along,true,get along,8,true,evidence_ready_review,45.699,junior,false
get away,get away,2,true,v,get_away%2:32:00::|get_away%2:38:00::|get_away%2:41:00::,get away,true,get away,8,true,evidence_ready_review,45.699,junior,false
get up,get up,2,true,v,get_up%2:29:00::|get_up%2:29:01::|get_up%2:29:02::|get_up%2:29:03::|get_up%2:31:00::|get_up%2:36:00::|get_up%2:38:00::|get_up%2:38:01::,get up,true,get up,8,true,evidence_ready_review,45.699,junior,false
lie in,lie in,2,true,n|v,lie-in%1:04:00::|lie_in%2:29:00::|lie_in%2:42:00::,lie in|lie-in,true,lie in,8,true,evidence_ready_review,45.699,junior,false
old man,old man,2,true,n,old_man%1:18:01::|old_man%1:18:02::|old_man%1:18:03::|old_man%1:18:04::|old_man%1:20:00::,old man,true,old man,17,true,evidence_ready_review,45.699,junior,false
point out,point out,2,true,v,point_out%2:32:01::|point_out%2:32:02::|point_out%2:32:03::,point out,true,point out,8,true,evidence_ready_review,45.699,junior,false
show up,show up,2,true,v,show_up%2:30:00::|show_up%2:39:00::,show up,true,show up,8,true,evidence_ready_review,45.699,junior,false
stand up,stand up,2,true,a|v,stand-up%5:00:00:erect:00|stand_up%2:32:00::|stand_up%2:33:00::|stand_up%2:35:00::|stand_up%2:35:03::|stand_up%2:38:00::|stand_up%2:38:06::|stand_up%2:42:00::,stand up|stand-up,true,stand up|stand-up,8,true,evidence_ready_review,45.699,junior,false
take off,take off,2,true,v,take_off%2:29:03::|take_off%2:30:00::|take_off%2:31:00::|take_off%2:35:00::|take_off%2:36:00::|take_off%2:38:00::|take_off%2:38:01::|take_off%2:38:02::|take_off%2:41:00::,take off,true,take off,8,true,evidence_ready_review,45.699,junior,false
take on,take on,2,true,v,take_on%2:30:00::|take_on%2:33:01::|take_on%2:40:00::|take_on%2:41:00::|take_on%2:41:01::,take on,true,take on,8,true,evidence_ready_review,45.699,junior,false
thank you,thank you,2,true,n,thank_you%1:10:00::,thank you,true,thank-you,17,true,evidence_ready_review,45.699,junior,false
turn to,turn to,2,true,v,turn_to%2:32:01::,turn to,true,turn to,8,true,evidence_ready_review,45.699,junior,false
walk through,walk through,2,true,n|v,walk-through%1:04:00::|walk-through%1:04:01::|walk-through%1:06:00::|walk-through%1:10:00::|walk_through%2:36:00::,walk through|walk-through,true,walk-through,8,true,evidence_ready_review,45.699,junior,false
across the country,across the country,3,true,r,across_the_country%4:02:00::,across the country,false,,15,true,evidence_ready_review,45.0,junior,false
in general,in general,2,true,r,in_general%4:02:00::,in general,false,,15,true,evidence_ready_review,45.0,junior,false
in the air,in the air,3,true,r,in_the_air%4:02:00::,in the air,false,,15,true,evidence_ready_review,45.0,junior,false
or so,or so,2,true,r,or_so%4:02:00::,or so,false,,15,true,evidence_ready_review,45.0,junior,false
all in,all in,2,true,a,all_in%5:00:00:tired:00,all in,true,all in,16,true,evidence_ready_review,44.875,junior,false
left wing,left wing,2,true,a|n,left-wing%5:00:00:left:02|left_wing%1:14:00::,left wing|left-wing,true,left wing,16,true,evidence_ready_review,44.875,junior,false
for a while,for a while,3,true,r,for_a_while%4:02:01::,for a while,false,,14,true,evidence_ready_review,44.069,junior,false
quite a,quite a,2,true,r,quite_a%4:02:00::,quite a,false,,14,true,evidence_ready_review,44.069,junior,false
account for,account for,2,true,v,account_for%2:32:00::|account_for%2:42:00::,account for,true,account for,7,true,evidence_ready_review,44.0,junior,false
go down,go down,2,true,v,go_down%2:30:00::|go_down%2:30:14::|go_down%2:33:00::|go_down%2:34:00::|go_down%2:38:00::|go_down%2:38:01::|go_down%2:38:02::|go_down%2:42:00::,go down,true,go down,7,true,evidence_ready_review,44.0,junior,false
go in,go in,2,true,v,go_in%2:38:00::,go in,true,go in,7,true,evidence_ready_review,44.0,junior,false
go into,go into,2,true,v,go_into%2:38:00::|go_into%2:42:00::,go into,true,go into,7,true,evidence_ready_review,44.0,junior,false
go up,go up,2,true,v,go_up%2:30:00::|go_up%2:30:04::|go_up%2:38:00::|go_up%2:38:01::|go_up%2:38:02::|go_up%2:38:03::|go_up%2:38:10::,go up,true,go up,7,true,evidence_ready_review,44.0,junior,false
hand in,hand in,2,false,,,,true,hand in,15,true,moby_corpus_review,44.0,junior,false
keep up,keep up,2,true,v,keep_up%2:29:00::|keep_up%2:30:00::|keep_up%2:33:00::|keep_up%2:40:00::|keep_up%2:42:00::,keep up,true,keep up,7,true,evidence_ready_review,44.0,junior,false
lay down,lay down,2,true,v,lay_down%2:31:00::,lay down,true,lay down,7,true,evidence_ready_review,44.0,junior,false
make out,make out,2,true,v,make_out%2:31:00::|make_out%2:32:00::|make_out%2:32:02::|make_out%2:32:03::|make_out%2:32:06::|make_out%2:35:00::|make_out%2:35:01::|make_out%2:39:00::|make_out%2:41:02::|make_out%2:42:00::,make out,true,make out,7,true,evidence_ready_review,44.0,junior,false
speak to,speak to,2,false,,,,true,speak to,15,true,moby_corpus_review,44.0,junior,false
health care,health care,2,true,n,health_care%1:04:00::|health_care%1:04:01::,health care,false,,20,true,evidence_ready_review,43.923,junior,false
come down,come down,2,true,v,come_down%2:29:00::|come_down%2:30:00::|come_down%2:32:12::|come_down%2:38:00::|come_down%2:43:00::,come down,false,,9,true,evidence_ready_review,43.219,junior,false
depend on,depend on,2,true,v,depend_on%2:42:00::|depend_on%2:42:01::|depend_on%2:42:02::,depend on,false,,9,true,evidence_ready_review,43.219,junior,false
feed on,feed on,2,true,v,feed_on%2:34:00::,feed on,false,,9,true,evidence_ready_review,43.219,junior,false
move through,move through,2,true,v,move_through%2:38:00::,move through,false,,9,true,evidence_ready_review,43.219,junior,false
pass through,pass through,2,true,n|v,pass-through%1:06:00::|pass_through%2:38:00::|pass_through%2:38:01::|pass_through%2:38:02::,pass through|pass-through,false,,9,true,evidence_ready_review,43.219,junior,false
a great deal,a great deal,3,true,r,a_great_deal%4:02:00::|a_great_deal%4:02:03::,a great deal,false,,13,true,evidence_ready_review,43.074,junior,false
above all,above all,2,true,r,above_all%4:02:00::|above_all%4:02:01::,above all,false,,13,true,evidence_ready_review,43.074,junior,false
in hand,in hand,2,true,r,in_hand%4:02:00::,in hand,false,,13,true,evidence_ready_review,43.074,junior,false
on time,on time,2,true,a|r,on_time%3:00:00::|on_time%4:02:00::|on_time%5:00:00:due:00,on time,false,,13,true,evidence_ready_review,43.074,junior,false
heart attack,heart attack,2,true,n,heart_attack%1:26:00::,heart attack,true,heart attack,14,true,evidence_ready_review,43.069,junior,false
blood pressure,blood pressure,2,true,n,blood_pressure%1:19:00::,blood pressure,true,blood pressure,13,true,evidence_ready_review,42.074,junior,false
come over,come over,2,true,v,come_over%2:32:00::,come over,true,come over,6,true,evidence_ready_review,42.074,junior,false
cut off,cut off,2,true,a|v,cut_off%2:30:00::|cut_off%2:32:00::|cut_off%2:35:00::|cut_off%2:35:01::|cut_off%2:35:02::|cut_off%2:35:03::|cut_off%5:00:00:cut:01,cut off,true,cut off,6,true,evidence_ready_review,42.074,junior,false
look up,look up,2,true,v,look_up%2:32:00::,look up,true,look up,6,true,evidence_ready_review,42.074,junior,false
put in,put in,2,true,v,put_in%2:30:00::|put_in%2:32:00::|put_in%2:32:02::|put_in%2:33:00::|put_in%2:35:00::|put_in%2:40:00::,put in,true,put in,6,true,evidence_ready_review,42.074,junior,false
put out,put out,2,true,v,put_out%2:29:00::|put_out%2:29:01::|put_out%2:32:00::|put_out%2:33:00::|put_out%2:35:00::|put_out%2:35:01::|put_out%2:36:00::|put_out%2:41:00::|put_out%2:42:00::|put_out%2:43:00::,put out,true,put out|put-out,6,true,evidence_ready_review,42.074,junior,false
