word	definitions	sense_ids	notes
friction	noun=摩擦；摩擦力；冲突；不和	friction%1:26:00::|friction%1:19:00::|friction%1:04:00::	
Friday	proper_noun=星期五	friday%1:28:00::	
fridge	noun=冰箱；电冰箱	fridge%1:06:00::|refrigerator%1:06:00::	
friend	noun=朋友；友人；支持者|verb=加为好友	friend%1:18:00::|friend%1:18:03::|friend%1:18:02::|friend%1:18:04::	动词义依据现代通用用法补充。
friendly	adjective=友好的；亲切的；易于使用的	friendly%3:00:01::|friendly%5:00:00:amicable:00|friendly%3:00:03::|friendly%3:00:02::	
friendship	noun=友谊；友情	friendship%1:26:00::	
frightened	adjective=害怕的；受惊的	frightened%5:00:00:afraid:00|frightened%5:00:02:afraid:00	
frog	noun=青蛙；蛙	frog%1:05:00::	排除侮辱性和低相关义项。
from	preposition=从；来自；由；离；因为		OEWN无候选释义；依据基础英语功能词用法原创整理。
front	noun=前面；前部；正面；前线|adjective=前面的|verb=面向；担任……的主持	front%3:00:00::|front%1:15:00::|front%1:15:01::|front%1:09:00::|front%1:06:00::	动词义依据基础英语常用义补充。
frontier	noun=边境；边疆；前沿	frontier%1:15:00::|frontier%1:15:01::|frontier%1:09:00::	
frost	noun=霜；严寒天气|verb=结霜；给……加糖霜	frost%1:27:00::|frost%1:19:00::|frost%1:22:01::|frost%2:35:00::	
fruit	noun=水果；果实；成果|verb=结果实	fruit%1:20:00::|fruit%1:06:00::|fruit%1:11:00::|fruit%2:36:01::|fruit%2:36:00::	
fry	verb=油煎；油炸；被晒得酷热|noun=鱼苗；炸制食品	fry%2:42:00::|fry%2:30:00::	名词常用义依据基础英语用法补充；排除电刑等低相关义项。
fuel	noun=燃料；推动力|verb=给……加燃料；加剧；刺激	fuel%1:27:00::|fuel%2:40:00::|fuel%2:40:01::|fuel%2:40:03::|fuel%2:37:00::	
full	adjective=满的；完整的；充分的；吃饱的	full%3:00:00::|full%5:00:01:whole:00|full%5:00:00:complete:00|full%5:00:00:nourished:00|full%3:00:01::	
fun	noun=乐趣；玩笑；有趣的事|adjective=有趣的；好玩的	fun%1:04:00::|fun%1:10:00::|fun%1:04:01::|fun%1:07:00::	形容词义依据现代常用用法补充。
function	noun=功能；作用；职能；函数|verb=起作用；运转	function%1:24:00::|function%1:07:00::|function%1:04:00::|function%1:24:01::|function%1:14:00::	动词义依据名词核心语义和基础英语用法补充。
fund	noun=基金；资金；储备|verb=资助；拨款	fund%1:21:00::|fund%1:21:01::|fund%1:14:00::	动词义依据基础英语常用义补充。
fundamental	adjective=基本的；根本的；重要的|noun=基本原则；根本要素	fundamental%5:00:00:important:00|fundamental%5:00:00:basic:00|fundamental%5:00:00:significant:00|fundamental%1:11:00::|fundamental%1:09:00::	
funny	adjective=滑稽的；有趣的；奇怪的；可疑的|noun=笑话；滑稽故事	funny%5:00:00:humorous:00|funny%5:00:00:strange:00|funny%5:00:00:questionable:00|funny%1:10:00::	
furniture	noun=家具	furniture%1:06:00::	
further	adjective=更远的；进一步的|adverb=更远地；进一步；此外|verb=促进；推进	further%5:00:00:far:00|further%4:02:02::|further%4:02:03::|further%4:02:00::|further%2:41:01::	
future	noun=未来；将来|adjective=未来的；将来的	future%3:00:00::|future%5:00:00:prospective:00|future%5:00:00:incoming:00|future%3:01:00::|future%1:28:00::	
gain	verb=获得；赢得；增加|noun=收益；好处；增加量	gain%1:23:00::|gain%1:07:02::|gain%1:07:01::|gain%1:21:00::|gain%2:40:03::	
gallery	noun=美术馆；画廊；楼座；长廊	gallery%1:14:00::|gallery%1:06:04::|gallery%1:06:03::|gallery%1:06:02::	
game	noun=游戏；比赛；运动|adjective=愿意尝试的；勇敢的	game%5:00:00:brave:00|game%1:04:00::|game%1:04:03::|game%1:04:01::	排除跛足等低相关义项。
gap	noun=缺口；间隙；差距；空白	gap%1:07:00::|gap%1:17:00::|gap%1:06:00::|gap%1:17:01::|gap%1:10:00::	
garbage	noun=垃圾；废物；无用的信息	garbage%1:27:00::|garbage%1:10:00::	
garden	noun=花园；菜园；庭院|verb=从事园艺；种植花木	garden%1:06:00::|garden%1:14:00::|garden%1:06:01::|garden%2:36:00::	
garlic	noun=大蒜；蒜	garlic%1:20:00::|garlic%1:13:00::	
gas	noun=气体；燃气；汽油|verb=给……加油；用气体处理	gas%1:26:00::|gas%1:27:00::|gas%1:27:02::|gas%1:06:00::	动词义依据基础英语常用义补充；排除身体相关义项。
gate	noun=大门；登机口；闸门|verb=给……装门；控制通行	gate%1:06:00::|gate%1:06:01::|gate%1:21:00::|gate%1:06:02::|gate%2:40:00::	
gather	verb=聚集；收集；逐渐增加；推断|noun=聚集；褶裥	gather%1:06:00::|gather%1:04:00::|gather%2:35:00::|gather%2:41:00::|gather%2:30:00::	“推断”依据基础英语常用义补充。
gender	noun=性别；社会性别；语法上的性	gender%1:10:00::|gender%1:07:00::	中文采用现代中性表述；OEWN对应义项范围较窄。
general	adjective=一般的；普遍的；总体的；大致的|noun=将军；一般情况	general%3:00:00::|general%5:00:00:undiversified:00|general%5:00:00:common:01|general%3:00:02::|general%5:00:00:imprecise:00	名词义依据基础英语常用义补充。
generate	verb=产生；生成；引起；发电	generate%2:36:00::|generate%2:36:02::|generate%2:36:01::|generate%2:29:00::	
generation	noun=一代人；一代；产生；发电	generation%1:14:01::|generation%1:14:00::|generation%1:28:00::|generation%1:28:01::|generation%1:11:00::	
generous	adjective=慷慨的；宽宏大量的；丰富的	generous%3:00:01::|generous%3:00:02::|generous%5:00:00:ample:00	
genius	noun=天才；天赋；才智	genius%1:18:00::|genius%1:09:02::|genius%1:18:01::|genius%1:09:00::|genius%1:09:01::	
gentle	adjective=温和的；和善的；轻柔的；驯服的	gentle%5:00:00:mild:00|gentle%5:00:01:kind:00|gentle%5:00:00:soft:04|gentle%5:00:00:tame:01	
gentleman	noun=绅士；有教养的男士；先生	gentleman%1:18:00::	排除旧式男仆义项。
genuine	adjective=真正的；真实的；真诚的	genuine%3:00:00::|genuine%5:00:00:sincere:00|genuine%5:00:00:true:00	
geography	noun=地理学；地理	geography%1:09:00::	
geometry	noun=几何学；几何	geometry%1:09:00::	
German	adjective=德国的；德国人的；德语的|noun=德国人；德语	german%3:01:00::|german%1:18:00::|german%1:10:00::	
Germany	proper_noun=德国		OEWN无候选释义；依据通用地名知识原创整理。
get	verb=得到；获得；到达；变得；理解；使得	get%2:40:00::|get%2:30:00::|get%2:30:02::|get%2:30:03::	归纳基础英语中最常用的核心义项。
gift	noun=礼物；赠品；天赋|verb=赠送；赋予	gift%1:21:00::|gift%1:09:00::|gift%1:04:00::|gift%2:41:00::|gift%2:40:00::	
gifted	adjective=有天赋的；有才华的	gifted%3:00:00::	
giraffe	noun=长颈鹿	giraffe%1:05:00::	
girl	noun=女孩；姑娘；女儿；女朋友	girl%1:18:00::|girl%1:18:02::|girl%1:18:04::|girl%1:18:01::|girl%1:18:03::	采用中性、常用中文表述。
