word	definitions	sense_ids	notes
fur	noun=毛皮；软毛；毛皮衣服	fur%1:27:00::|fur%1:05:00::|fur%1:06:00::	
garage	noun=车库；汽车修理厂|verb=把车停进车库	garage%1:06:00::|garage%1:06:01::|garage%2:40:00::	
gardening	noun=园艺；园艺工作	gardening%1:04:00::	
garment	noun=衣服；服装|verb=给……穿衣	garment%1:06:00::|garment%2:29:00::	
gay	adjective=同性恋的；快乐的；鲜艳的|noun=同性恋者	gay%5:00:00:homosexual:00|gay%5:00:00:cheerful:00|gay%5:00:00:colorful:03|gay%1:18:00::	
gesture	noun=手势；姿态；表示|verb=做手势；示意	gesture%1:04:00::|gesture%1:10:00::|gesture%1:04:02::|gesture%2:32:00::	
glance	noun=一瞥|verb=瞥一眼；擦过；反射闪光	glance%1:04:00::|glance%2:39:00::|glance%2:38:00::	
glare	noun=刺眼的光；怒视|verb=发出强光；怒目而视	glare%1:07:00::|glare%1:04:00::|glare%2:43:01::|glare%2:39:01::	
glory	noun=荣耀；辉煌；壮丽|verb=因……而自豪	glory%1:26:00::|glory%1:07:00::|glory%1:07:01::|glory%2:32:00::	
god	noun=神；上帝；受崇拜的人或物	god%1:18:01::|god%1:18:02::|god%1:06:00::	
golden	adjective=金色的；黄金般的；美好的；宝贵的	golden%5:00:00:chromatic:00|golden%5:00:00:metallic:00|golden%5:00:00:happy:00|golden%5:00:00:blessed:00	
goodness	noun=善良；美德；优良	goodness%1:07:02::|goodness%1:07:01::	
goose	noun=鹅；鹅肉|verb=戳；促使增加	goose%1:05:00::|goose%1:13:00::|goose%2:35:00::|goose%2:35:01::	
govern	verb=统治；管理；支配；制约	govern%2:41:02::|govern%2:41:01::|govern%2:41:00::|govern%2:42:00::	
gown	noun=长袍；礼服；长外衣|verb=给……穿长袍	gown%1:06:00::|gown%1:06:03::|gown%1:06:02::|gown%2:29:00::	
graduation	noun=毕业；毕业典礼；刻度	graduation%1:04:01::|graduation%1:11:01::|graduation%1:10:00::	
grandchild	noun=孙子女；外孙子女	grandchild%1:18:00::	
greeting	noun=问候；招呼；致意	greeting%1:10:00::	
grill	noun=烤架；烧烤餐馆|verb=烧烤；盘问	grill%1:06:01::|grill%1:06:00::|grill%2:30:00::|grill%2:32:00::	
growth	noun=生长；增长；发展；生长物	growth%1:22:00::|growth%1:22:01::|growth%1:26:00::|growth%1:17:00::	
ha	interjection=哈；啊	ha%1:25:00::	感叹词义据词形和开放语义证据独立概括
hammer	noun=锤子；击锤|verb=锤打；反复强调	hammer%1:06:00::|hammer%1:06:04::|hammer%2:35:00::|hammer%2:36:00::	
handful	noun=一把；少数；难对付的人或事	handful%1:23:01::|handful%1:23:00::	
handy	adjective=方便的；有用的；手巧的；近便的	handy%5:00:00:accessible:00|handy%5:00:00:useful:00|handy%5:00:00:adroit:00	
happily	adverb=高兴地；幸运地；乐意地	happily%4:02:01::|happily%4:02:00::	
happiness	noun=幸福；快乐；满意	happiness%1:26:00::|happiness%1:12:00::	
hardship	noun=艰难；困苦；苦难	hardship%1:26:01::|hardship%1:07:00::|hardship%1:11:00::	
harmless	adjective=无害的；不会造成伤害的	harmless%3:00:00::	
hawk	noun=鹰；鹰派人物|verb=沿街叫卖；兜售	hawk%1:05:00::|hawk%1:18:00::|hawk%2:40:00::	
hay	noun=干草|verb=割草并晒干	hay%1:13:00::|hay%2:30:00::	
headline	noun=标题；头条新闻|verb=给……加标题；担任主角	headline%1:10:00::|headline%2:32:00::|headline%2:40:00::	
headmaster	noun=校长	headmaster%1:18:00::	
heap	noun=一堆；许多；破旧车辆|verb=堆积；装满	heap%1:14:00::|heap%1:23:00::|heap%1:06:01::|heap%2:35:00::|heap%2:30:00::	
hearing	noun=听觉；听证会；审理；听到|adjective=有听觉的	hearing%1:26:00::|hearing%1:04:01::|hearing%1:04:00::|hearing%3:00:00::	
heaven	noun=天堂；天空；极乐之地	heaven%1:15:01::	天空与极乐义据常用语义独立概括
heavily	adverb=沉重地；猛烈地；大量地；严重地	heavily%4:02:00::|heavily%4:02:04::|heavily%4:02:03::|heavily%4:02:02::	
heel	noun=脚后跟；鞋跟；卑鄙的人|verb=倾斜；给鞋装跟	heel%1:08:00::|heel%1:06:00::|heel%1:18:00::|heel%2:38:00::|heel%2:36:00::	
helicopter	noun=直升机	helicopter%1:06:00::	
helmet	noun=头盔；防护帽	helmet%1:06:01::|helmet%1:06:00::	
heroine	noun=女英雄；女主角	heroine%1:18:01::|heroine%1:18:00::	
hey	interjection=嘿；喂		无 OEWN 候选义项；依据词性证据和通行用法独立概括
highway	noun=公路；干道	highway%1:06:00::	
hillside	noun=山坡；山腰	hillside%1:17:00::	
holy	adjective=神圣的；圣洁的|noun=神圣之地	holy%3:00:00::|holy%1:15:00::	
homeland	noun=祖国；家乡；故土	homeland%1:15:00::	
hook	noun=钩；挂钩；吸引人的部分|verb=钩住；连接；吸引	hook%1:06:03::|hook%1:25:00::|hook%1:09:00::|hook%2:35:00::|hook%2:40:01::	
hopeful	adjective=有希望的；抱有希望的|noun=有希望成功的人	hopeful%3:00:00::|hopeful%5:00:00:auspicious:00|hopeful%1:18:00::	
hopeless	adjective=无望的；绝望的；糟透的；无能的	hopeless%3:00:00::|hopeless%5:00:02:impossible:00|hopeless%5:00:01:bad:00|hopeless%5:00:03:unskilled:00	
housewife	noun=家庭主妇	housewife%1:18:00::	
howl	noun=嚎叫；怒吼|verb=嚎叫；大声哭喊；狂笑	howl%1:10:00::|howl%1:11:00::|howl%2:32:02::|howl%2:29:00::	
hunger	noun=饥饿；渴望|verb=感到饥饿；渴望	hunger%1:26:00::|hunger%1:07:00::|hunger%2:39:00::|hunger%2:34:01::	
hunter	noun=猎人；搜寻者；猎犬	hunter%1:18:00::|hunter%1:18:01::|hunter%1:06:00::	
identification	noun=识别；身份证明；认同；鉴定	identification%1:04:00::|identification%1:10:01::|identification%1:26:00::|identification%1:09:00::	
immediate	adjective=立即的；直接的；眼前的；紧邻的	immediate%5:00:00:fast:01|immediate%3:00:00::|immediate%5:00:00:present:01|immediate%5:00:00:close:01	
immigration	noun=移民入境；移民群体	immigration%1:04:00::|immigration%1:14:00::	
importance	noun=重要性；重要地位	importance%1:07:00::|importance%1:26:00::	
incorrect	adjective=不正确的；不合适的；不准确的	incorrect%3:00:00::|incorrect%5:00:00:improper:00|incorrect%5:00:00:inaccurate:00	
independence	noun=独立；自主；不依赖	independence%1:26:00::|independence%1:11:00::	
inform	verb=通知；告知；使了解；赋予特征	inform%2:32:00::|inform%2:32:10::|inform%2:30:00::	
injure	verb=使受伤；损害；伤害感情	injure%2:29:00::|injure%2:30:04::|injure%2:37:00::	
ink	noun=墨水；油墨|verb=用墨水书写；签署	ink%1:27:01::|ink%2:32:00::|ink%2:30:00::	
inland	adjective=内陆的；内地的|adverb=向内陆；在内地	inland%3:00:00::|inland%4:02:00::	
inn	noun=客栈；小旅馆	inn%1:06:00::	
insert	verb=插入；嵌入；添加|noun=插入物；插页；插入动作	insert%2:35:00::|insert%2:30:00::|insert%1:06:00::|insert%1:04:00::	
inspect	verb=检查；视察；审查	inspect%2:39:00::|inspect%2:38:00::|inspect%2:31:00::	
instruct	verb=指导；教授；命令；通知	instruct%2:32:00::|instruct%2:32:01::|instruct%2:32:02::	
insure	verb=给……投保；保证；确保	insure%2:40:00::|insure%2:32:00::|insure%2:31:00::|insure%2:32:04::	
intelligence	noun=智力；理解力；情报；情报机构	intelligence%1:09:00::|intelligence%1:10:02::|intelligence%1:14:00::|intelligence%1:04:00::	
interpreter	noun=口译员；解释者；演绎者；解释程序	interpreter%1:18:01::|interpreter%1:18:02::|interpreter%1:18:00::|interpreter%1:10:00::	
interval	noun=间隔；间歇；幕间休息；音程	interval%1:28:00::|interval%1:09:00::|interval%1:07:00::|interval%1:10:00::	
inventor	noun=发明者；创造者	inventor%1:18:00::	
invitation	noun=邀请；请柬；诱因	invitation%1:10:00::|invitation%1:07:00::	
jar	noun=罐；坛；一罐之量|verb=震动；不协调；使烦躁	jar%1:06:00::|jar%1:23:00::|jar%2:38:00::|jar%2:42:00::|jar%2:37:00::	
jeep	noun=吉普车	jeep%1:06:00::	
jet	noun=喷气式飞机；喷流；喷嘴|verb=喷射；乘喷气式飞机|adjective=乌黑的	jet%1:06:00::|jet%1:11:00::|jet%1:06:02::|jet%2:35:00::|jet%2:38:00::|jet%5:00:00:achromatic:00	
jewel	noun=宝石；珍贵的人或物|verb=用宝石装饰	jewel%1:06:00::|jewel%1:18:00::|jewel%2:36:00::	
judgement	noun=判断；判决；判断力；意见	judgement%1:09:00::|judgement%1:10:00::|judgement%1:07:00::|judgement%1:04:02::	
junk	noun=废物；破烂；舢板|verb=丢弃	junk%1:27:00::|junk%1:06:01::|junk%2:40:00::	
keeper	noun=看守人；保管者；守门员	keeper%1:18:02::|keeper%1:18:00::	守门员义据常用语义独立概括
kindness	noun=仁慈；善意；友善行为	kindness%1:07:00::|kindness%1:07:01::|kindness%1:04:00::	
ladder	noun=梯子；晋升阶梯；抽丝|verb=抽丝	ladder%1:06:00::|ladder%1:26:00::|ladder%1:11:00::|ladder%2:30:00::	
