word	definitions	sense_ids	notes
punctuate	verb=给……加标点；不时打断；强调	punctuate%2:32:00::|punctuate%2:30:00::|punctuate%2:30:01::	
punishment	noun=惩罚；处罚；虐待	punishment%1:04:00::	
puzzle	noun=谜；智力游戏；困惑|verb=使困惑；苦思	puzzle%1:10:00::|puzzle%1:06:00::|puzzle%2:31:00::|puzzle%2:37:03::	
puzzled	adjective=困惑的；迷惑不解的	puzzled%5:00:00:perplexed:00	
pyramid	noun=金字塔；锥形堆|verb=使成金字塔形；迅速增加	pyramid%1:25:00::|pyramid%2:35:00::|pyramid%2:30:00::	
quarrel	noun=争吵；争执|verb=争吵；反对	quarrel%1:10:00::|quarrel%2:32:00::	
questionnaire	noun=问卷；调查表	questionnaire%1:10:00::	
queue	noun=队列；辫子；待处理数据|verb=排队	queue%1:14:00::|queue%1:10:00::|queue%1:08:00::|queue%2:38:00::	
quiz	noun=小测验；问答竞赛|verb=盘问；测验	quiz%1:10:00::|quiz%2:32:00::	
radioactive	adjective=放射性的	radioactive%3:00:00::	
rag	noun=破布；小报；碎片|verb=嘲弄；责骂；使恼怒	rag%1:06:00::|rag%1:10:01::|rag%2:37:00::|rag%2:32:00::	
rail	noun=栏杆；铁轨；横杆|verb=猛烈抨击；用栏杆围；乘火车	rail%1:06:02::|rail%1:06:01::|rail%2:32:00::|rail%2:35:03::|rail%2:38:00::	
rainfall	noun=降雨；降雨量	rainfall%1:19:00::	
rat	noun=老鼠；卑鄙的人；告密者|verb=告密；捕鼠	rat%1:05:00::|rat%1:18:01::|rat%1:18:00::|rat%2:41:00::|rat%2:35:00::	
razor	noun=剃刀；刮胡刀|verb=用剃刀刮	razor%1:06:00::|razor%2:29:00::	
reading	noun=阅读；读物；理解；读数	reading%1:09:00::|reading%1:10:01::|reading%1:09:02::|reading%1:10:02::	
reasonable	adjective=合理的；理智的；适度的；公道的	reasonable%3:00:00::|reasonable%5:00:00:rational:00|reasonable%5:00:00:moderate:00	
rebuild	verb=重建；改造；恢复	rebuild%2:36:00::	
receiver	noun=接收器；听筒；收件人；接球手	receiver%1:06:00::|receiver%1:06:01::|receiver%1:18:00::|receiver%1:18:02::	
recent	adjective=最近的；近来的；新近的	recent%5:00:00:new:00|recent%5:00:00:past:00	
reception	noun=接待；招待会；接收效果；反响	reception%1:04:00::|reception%1:14:00::|reception%1:10:00::|reception%1:10:01::	
recorder	noun=录音机；记录员；竖笛	recorder%1:06:01::|recorder%1:18:00::|recorder%1:06:00::	
referee	noun=裁判；仲裁人；审稿人|verb=担任裁判；审阅	referee%1:18:00::|referee%1:18:01::|referee%1:18:02::|referee%2:33:00::|referee%2:32:00::	
refusal	noun=拒绝；回绝	refusal%1:10:01::|refusal%1:10:00::	
regulation	noun=规章；管理；调节|adjective=规定的；标准的	regulation%1:10:00::|regulation%1:09:00::|regulation%1:22:00::|regulation%5:00:00:standard:02	
relation	noun=关系；关联；亲属；叙述	relation%1:03:00::|relation%1:18:00::|relation%1:09:00::|relation%1:10:01::	
religion	noun=宗教；宗教信仰	religion%1:09:00::|religion%1:14:00::	
religious	adjective=宗教的；虔诚的；神圣的|noun=宗教人士	religious%3:00:00::|religious%3:00:01::|religious%5:00:00:sacred:00|religious%1:18:00::	
remark	noun=评论；话语；注意|verb=评论；谈到；注意到	remark%1:10:00::|remark%1:09:00::|remark%2:32:00::|remark%2:32:01::	
reporter	noun=记者；通讯员；报告人	reporter%1:18:00::	
requirement	noun=要求；必要条件；必需品	requirement%1:09:01::|requirement%1:17:00::|requirement%1:09:00::	
resemble	verb=像；与……相似	resemble%2:42:00::	
reservation	noun=预订；保留意见；自然保护区；保留地	reservation%1:10:00::|reservation%1:09:00::|reservation%1:15:00::|reservation%1:04:00::	
resist	verb=抵抗；抵制；忍住；经受住	resist%2:33:00::|resist%2:41:02::|resist%2:41:00::|resist%2:42:01::	
restriction	noun=限制；约束；限制规定	restriction%1:09:00::|restriction%1:04:00::|restriction%1:04:01::	
reviewer	noun=评论家；审稿人；复习者	reviewer%1:18:01::|reviewer%1:18:00::	
revision	noun=修订；复习；修订版	revision%1:04:00::|revision%1:10:01::|revision%1:10:00::	
revolution	noun=革命；彻底变革；旋转；公转	revolution%1:04:00::|revolution%1:11:01::|revolution%1:11:00::	
rewrite	verb=重写；改写|noun=重写稿	rewrite%2:32:00::|rewrite%2:36:00::|rewrite%1:10:00::	
rid	verb=使摆脱；清除	rid%2:40:00::	
ridiculous	adjective=可笑的；荒谬的；愚蠢的	ridiculous%5:00:00:undignified:00|ridiculous%5:00:00:foolish:00|ridiculous%5:00:00:humorous:00	
rob	verb=抢劫；剥夺；使丧失	rob%2:40:00::|rob%2:40:01::	
roller	noun=滚筒；滚轴；卷发筒；巨浪	roller%1:06:02::|roller%1:06:00::|roller%1:06:01::|roller%1:11:00::	
rot	noun=腐烂；腐败；胡说|verb=腐烂；使腐朽	rot%1:26:00::|rot%1:22:00::|rot%1:10:00::|rot%2:30:00::|rot%2:29:00::	
rough	adjective=粗糙的；粗略的；艰难的；粗暴的|noun=粗糙地带|adverb=粗暴地|verb=使粗糙	rough%3:00:00::|rough%5:00:00:inexact:00|rough%5:00:00:difficult:00|rough%5:00:00:aggressive:00|rough%1:15:00::|rough%4:02:00::|rough%2:36:01::	
runner	noun=跑步者；赛跑者；走私者；滑轨	runner%1:18:01::|runner%1:18:03::|runner%1:18:00::|runner%1:06:01::	
running	adjective=运行中的；连续的；流动的|noun=跑步；管理；运转	running%5:00:00:functioning:00|running%5:00:00:continual:00|running%3:00:00::|running%1:04:03::|running%1:04:01::	
sacred	adjective=神圣的；受尊敬的；宗教的；不可侵犯的	sacred%3:00:00::|sacred%5:00:00:worthy:00|sacred%5:00:00:holy:00|sacred%5:00:00:dedicated:00	
sacrifice	noun=牺牲；祭品；献祭|verb=牺牲；献祭；低价出售	sacrifice%1:04:01::|sacrifice%1:11:00::|sacrifice%1:21:00::|sacrifice%2:40:00::|sacrifice%2:35:00::	
sadness	noun=悲伤；悲哀；令人悲伤的事	sadness%1:12:00::|sadness%1:26:00::|sadness%1:07:00::	
sailing	noun=帆船运动；航行；启航	sailing%1:04:01::|sailing%1:04:00::|sailing%1:04:03::	
sailor	noun=水手；海员；水手帽	sailor%1:18:00::|sailor%1:18:01::|sailor%1:06:00::	
salute	noun=敬礼；致敬；鸣礼炮|verb=向……敬礼；致意；赞扬	salute%1:10:00::|salute%1:10:01::|salute%2:32:00::|salute%2:32:03::|salute%2:39:00::	
sauce	noun=酱汁；调味汁|verb=给……加酱；增添趣味；顶撞	sauce%1:13:00::|sauce%2:30:00::|sauce%2:35:00::|sauce%2:41:00::	
savage	adjective=野蛮的；凶猛的；残酷的|noun=野蛮人|verb=猛烈攻击；严厉批评	savage%5:00:00:wild:01|savage%5:00:00:violent:00|savage%5:00:00:inhumane:00|savage%1:18:00::|savage%2:33:00::|savage%2:32:00::	
scan	verb=扫描；浏览；细看；朗读韵律|noun=扫描；扫描图像	scan%2:39:01::|scan%2:39:00::|scan%2:31:00::|scan%1:04:00::|scan%1:06:00::	
scar	noun=疤痕；伤痕|verb=留下疤痕；损害	scar%1:26:00::|scar%1:07:00::|scar%2:35:00::	
scenery	noun=风景；景色；舞台布景	scenery%1:15:00::|scenery%1:06:00::	
scholar	noun=学者；奖学金获得者；学生	scholar%1:18:00::|scholar%1:18:01::|scholar%1:18:02::	
scratch	verb=抓；刮；擦伤；取消|noun=抓痕；刮擦声；起点	scratch%2:35:03::|scratch%2:35:00::|scratch%2:41:00::|scratch%1:10:00::|scratch%1:07:00::	
seal	noun=封条；印章；海豹|verb=密封；盖章；确定	seal%1:06:01::|seal%1:10:00::|seal%1:05:00::|seal%2:35:03::|seal%2:31:00::	
self	noun=自我；本人|adjective=同一的；自身的	self%1:09:00::|self%1:18:00::|self%3:01:00::	
selfish	adjective=自私的；只顾自己的	selfish%3:00:00::	
separately	adverb=分别地；单独地	separately%4:02:02::	
separation	noun=分离；分开；间隔；离婚	separation%1:26:00::|separation%1:07:00::|separation%1:04:00::|separation%1:11:01::	
settlement	noun=定居点；解决；协议；结算	settlement%1:14:00::|settlement%1:10:00::|settlement%1:09:00::|settlement%1:04:00::	
settler	noun=定居者；殖民者；解决争端者	settler%1:18:00::|settler%1:18:02::|settler%1:18:01::	
sharpen	verb=削尖；磨快；使敏锐；使清晰	sharpen%2:35:00::|sharpen%2:30:01::|sharpen%2:39:00::|sharpen%2:30:02::	
shooting	noun=射击；枪击；拍摄	shooting%1:04:00::|shooting%1:04:01::	拍摄义据常用语义独立概括
