word	definitions	sense_ids	notes
top	noun=顶部；最高点；上衣|adjective=最高的；最重要的|verb=超过；覆盖顶部	top%3:00:00::|top%1:15:01::|top%1:15:00::|top%1:15:02::	
topic	noun=话题；主题；题目	topic%1:10:00::|topic%1:09:00::	
total	adjective=总的；完全的|noun=总数；合计|verb=总计；彻底毁坏	total%5:00:00:whole:00|total%5:00:02:complete:00|total%1:06:00::|total%1:09:00::	
touch	verb=触摸；接触；感动|noun=触摸；少量；联系	touch%1:11:00::|touch%1:09:01::|touch%1:10:01::|touch%1:07:01::	
tough	adjective=坚韧的；艰难的；强硬的|noun=粗暴的人	tough%3:00:03::|tough%5:00:01:difficult:00|tough%3:00:02::|tough%5:00:00:rugged:00	
tour	noun=旅行；巡回；参观|verb=旅行；巡回演出	tour%1:04:00::|tour%1:28:00::|tour%1:28:01::|tour%2:38:00::	
tourist	noun=游客；观光者	tourist%1:18:00::	
tournament	noun=锦标赛；联赛	tournament%1:11:00::|tournament%1:11:01::	
toward	preposition=向；朝；对于；接近		OEWN无候选释义；依据基础英语功能词用法原创整理。
towel	noun=毛巾|verb=用毛巾擦干	towel%1:06:00::|towel%2:35:00::	
tower	noun=塔；塔楼；高耸物|verb=高耸；胜过	tower%1:06:00::|tower%1:25:00::|tower%1:06:01::|tower%2:42:00::	
town	noun=城镇；市区；镇民	town%1:15:00::|town%1:14:00::|town%1:15:01::	
toy	noun=玩具；小玩意|verb=玩弄；不认真考虑|adjective=玩具的；小型的	toy%1:06:00::|toy%1:06:02::|toy%1:06:03::|toy%1:06:01::	
track	noun=轨道；小路；踪迹；音轨|verb=跟踪；记录轨迹	track%1:17:00::|track%1:09:00::|track%1:06:02::|track%1:06:05::	
trade	noun=贸易；交易；行业|verb=交易；交换；买卖	trade%1:04:05::|trade%1:04:00::|trade%1:04:01::|trade%1:04:02::	
tradition	noun=传统；惯例；传说	tradition%1:09:01::|tradition%1:09:02::	
traditional	adjective=传统的；惯例的；正统的	traditional%3:00:00::|traditional%5:00:00:orthodox:00	
traffic	noun=交通；车流；通信量|verb=非法买卖	traffic%1:14:00::|traffic%1:04:01::|traffic%1:10:00::|traffic%1:04:02::	
train	noun=火车；一连串；裙拖|verb=训练；培养；瞄准	train%1:06:00::|train%1:14:02::|train%1:14:00::|train%1:11:00::	
training	noun=训练；培训；培养	training%1:04:00::|training%1:07:00::	
transform	verb=改变；转变；使变形	transform%2:30:02::|transform%2:30:00::|transform%2:30:03::|transform%2:30:01::	
translate	verb=翻译；转化；解释；移动	translate%2:32:00::|translate%2:30:01::|translate%2:31:00::|translate%2:35:00::	
transport	noun=运输；交通工具；狂喜|verb=运输；运送	transport%1:06:00::|transport%1:22:00::|transport%1:04:00::|transport%1:26:00::	
trap	noun=陷阱；圈套；捕捉器|verb=困住；诱捕	trap%1:06:00::|trap%1:06:04::|trap%1:09:00::|trap%1:06:03::	
travel	verb=旅行；行进；传播|noun=旅行；移动	travel%1:04:00::|travel%1:11:00::|travel%1:04:01::|travel%2:38:00::	
treasure	noun=财富；珍宝；珍爱的人或物|verb=珍爱；珍藏	treasure%1:21:00::|treasure%1:06:00::|treasure%1:21:01::|treasure%1:14:00::	
treat	verb=对待；治疗；款待|noun=乐事；请客；款待	treat%1:13:00::|treat%1:11:00::|treat%2:41:00::|treat%2:30:01::	
treatment	noun=治疗；处理；待遇；论述方式	treatment%1:04:00::|treatment%1:04:01::|treatment%1:07:00::|treatment%1:04:02::	
tree	noun=树；树状结构|verb=把……赶上树；使陷入困境	tree%1:20:00::|tree%1:25:00::|tree%2:38:00::|tree%2:35:01::	
trend	noun=趋势；倾向；走向|verb=趋向；成为趋势	trend%1:15:02::|trend%1:15:01::|trend%1:09:00::|trend%1:09:02::	
trial	noun=审判；试验；考验|adjective=试验性的|verb=试用	trial%1:04:00::|trial%1:09:00::|trial%1:04:03::|trial%1:04:02::	
trick	noun=诡计；戏法；诀窍；恶作剧|verb=欺骗	trick%1:04:05::|trick%1:28:00::|trick%1:04:04::|trick%1:04:00::	
trip	noun=旅行；绊倒；失误|verb=绊倒；旅行；触发	trip%1:04:00::|trip%1:26:00::|trip%1:11:00::|trip%1:11:01::	
trouble	noun=麻烦；困难；故障|verb=使烦恼；麻烦	trouble%1:09:00::|trouble%1:11:01::|trouble%1:11:00::|trouble%1:04:02::	
trousers	noun=裤子；长裤	trousers%1:06:00::	
truck	noun=卡车；手推车|verb=用卡车运输；缓慢前行	truck%1:06:00::|truck%1:06:01::|truck%2:38:00::	
true	adjective=真的；正确的；忠实的|adverb=准确地|verb=校准	true%3:00:00::|true%5:00:00:accurate:00|true%5:00:02:faithful:00|true%3:00:04::	
trunk	noun=树干；大箱子；躯干；象鼻	trunk%1:20:00::|trunk%1:06:00::|trunk%1:08:00::|trunk%1:06:01::	
trust	noun=信任；信托；托管机构|verb=信任；委托	trust%1:21:03::|trust%1:09:00::|trust%1:07:00::|trust%1:14:00::	
truth	noun=真相；事实；真实性；真理	truth%1:09:00::|truth%1:26:00::|truth%1:10:00::|truth%1:07:01::	
try	verb=尝试；努力；试用|noun=尝试；试球	try%1:04:00::|try%2:41:00::|try%2:41:01::|try%2:41:06::	
T-shirt	noun=T恤衫；短袖汗衫	t-shirt%1:06:00::	
tube	noun=管；管状物；地铁；电子管	tube%1:06:00::|tube%1:06:02::|tube%1:25:00::|tube%1:08:00::	
Tuesday	proper_noun=星期二	tuesday%1:28:00::	
tune	noun=曲调；旋律；协调|verb=调音；调整	tune%1:10:00::|tune%1:07:00::|tune%1:04:00::|tune%2:30:01::	
turkey	noun=火鸡；火鸡肉；失败之作	turkey%1:05:00::|turkey%1:18:00::|turkey%1:13:00::|turkey%1:11:00::	
turn	verb=转动；转弯；变成|noun=转动；轮次；变化	turn%1:25:00::|turn%1:04:01::|turn%1:04:06::|turn%1:11:01::	
twelfth	ordinal=第十二|noun=十二分之一；第十二个	twelfth%5:00:00:ordinal:00|twelfth%1:24:00::|twelfth%1:23:00::	
twelve	numeral=十二	twelve%5:00:00:cardinal:00|twelve%1:23:00::	
twentieth	ordinal=第二十|noun=二十分之一；第二十个	twentieth%5:00:00:ordinal:00|twentieth%1:24:00::	
