phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
look like,look like,2,junior,true,v,look_like%2:42:00::,false,47,evidence_ready_review,65.85,false
too much,too much,2,junior,true,r,too_much%4:02:00::,false,58,evidence_ready_review,63.826,false
make sure,make sure,2,junior,true,v,make_sure%2:41:00::,false,40,evidence_ready_review,63.576,false
of course,of course,2,junior,true,r,of_course%4:02:00::,false,55,evidence_ready_review,63.074,false
go back,go back,2,junior,true,v,go_back%2:30:00::|go_back%2:32:00::|go_back%2:42:00::,true,28,evidence_ready_review,62.58,false
for example,for example,2,junior,true,r,for_example%4:02:00::,false,53,evidence_ready_review,62.549,false
care for,care for,2,junior,true,v,care_for%2:29:00::|care_for%2:37:01::|care_for%2:37:08::,false,36,evidence_ready_review,62.095,false
out in,out in,2,junior,true,v,out_in%2:38:00::,false,35,evidence_ready_review,61.699,false
at home,at home,2,junior,true,n|r,at_home%1:14:00::|at_home%4:02:00::|at_home%4:02:01::,true,37,evidence_ready_review,61.479,false
in all,in all,2,junior,true,r,in_all%4:02:00::,false,49,evidence_ready_review,61.439,false
climate change,climate change,2,junior,true,n,climate_change%1:22:00::,false,68,evidence_ready_review,61.085,false
get to,get to,2,junior,true,v,get_to%2:30:00::|get_to%2:37:00::|get_to%2:38:02::,false,32,evidence_ready_review,60.444,false
so far,so far,2,junior,true,r,so_far%4:02:00::|so_far%4:02:01::|so_far%4:02:02::,false,45,evidence_ready_review,60.236,false
in that,in that,2,junior,true,r,in_that%4:02:00::,false,44,evidence_ready_review,59.919,false
come up,come up,2,junior,true,v,come_up%2:30:00::|come_up%2:35:00::|come_up%2:35:01::|come_up%2:35:02::|come_up%2:36:03::|come_up%2:38:00::|come_up%2:38:01::|come_up%2:38:02::|come_up%2:38:03::|come_up%2:40:00::|come_up%2:42:00::|come_up%2:42:01::,true,23,evidence_ready_review,59.85,false
think of,think of,2,junior,true,v,think_of%2:31:00::|think_of%2:31:01::|think_of%2:31:02::|think_of%2:31:03::|think_of%2:31:04::|think_of%2:36:00::,false,30,evidence_ready_review,59.542,false
in fact,in fact,2,junior,true,r,in_fact%4:02:00::,false,42,evidence_ready_review,59.263,false
put on,put on,2,junior,true,a|n|v,put-on%1:04:00::|put-on%1:04:01::|put-on%1:10:00::|put_on%2:29:00::|put_on%2:29:03::|put_on%2:30:00::|put_on%2:30:01::|put_on%2:32:00::|put_on%2:35:00::|put_on%2:36:00::|put_on%2:36:01::|put_on%2:36:02::|put_on%5:00:00:counterfeit:00,true,22,evidence_ready_review,59.236,false
work in,work in,2,junior,true,n|v,work-in%1:04:00::|work_in%2:30:00::,false,29,evidence_ready_review,59.069,false
in front,in front,2,junior,true,r,in_front%4:02:00::,false,40,evidence_ready_review,58.576,false
know how,know how,2,junior,true,n,know-how%1:09:00::,true,42,evidence_ready_review,58.263,false
right wing,right wing,2,junior,true,a|n,right-wing%5:00:00:right:03|right_wing%1:14:00::,true,41,evidence_ready_review,57.923,false
set up,set up,2,junior,true,v,set_up%2:30:00::|set_up%2:30:02::|set_up%2:30:03::|set_up%2:31:00::|set_up%2:35:00::|set_up%2:35:01::|set_up%2:35:02::|set_up%2:35:04::|set_up%2:36:00::|set_up%2:36:01::|set_up%2:36:02::|set_up%2:36:03::|set_up%2:41:00::|set_up%2:41:01::|set_up%2:41:02::,true,20,evidence_ready_review,57.923,false
on earth,on earth,2,junior,true,r,on_earth%4:02:00::,false,38,evidence_ready_review,57.854,false
live on,live on,2,junior,true,v,live_on%2:42:00::,false,26,evidence_ready_review,57.549,false
think about,think about,2,junior,true,v,think_about%2:31:03::|think_about%2:31:05::,false,26,evidence_ready_review,57.549,false
long time,long time,2,junior,true,a|n,long-time%5:00:00:old:01|long_time%1:28:00::,false,52,evidence_ready_review,57.279,false
all over,all over,2,junior,true,a|r,all_over%4:02:00::|all_over%4:02:01::|all_over%5:00:00:finished:01,false,34,evidence_ready_review,56.293,false
do with,do with,2,junior,false,,,true,36,moby_corpus_review,56.095,false
no matter,no matter,2,junior,true,r,no_matter%4:02:00::,false,33,evidence_ready_review,55.875,false
make up,make up,2,junior,true,n|v,make-up%1:06:00::|make-up%1:07:00::|make-up%1:11:00::|make_up%2:29:00::|make_up%2:30:00::|make_up%2:32:00::|make_up%2:36:01::|make_up%2:36:03::|make_up%2:40:00::|make_up%2:41:00::|make_up%2:42:00::|make_up%2:42:03::,false,23,evidence_ready_review,55.85,false
take care,take care,2,junior,true,v,take_care%2:41:00::|take_care%2:41:11::|take_care%2:41:12::,false,23,evidence_ready_review,55.85,false
ask for,ask for,2,junior,true,v,ask_for%2:32:00::|ask_for%2:37:00::,true,17,evidence_ready_review,55.699,false
in order,in order,2,junior,true,a,in_order%5:00:00:ready:00,false,46,evidence_ready_review,55.546,false
just as,just as,2,junior,true,r,just_as%4:02:02::,false,32,evidence_ready_review,55.444,false
come back,come back,2,junior,true,v,come_back%2:30:00::|come_back%2:32:00::|come_back%2:32:01::|come_back%2:38:01::,false,22,evidence_ready_review,55.236,false
end up,end up,2,junior,true,v,end_up%2:30:01::,false,22,evidence_ready_review,55.236,false
each year,each year,2,junior,true,r,each_year%4:02:00::|each_year%4:02:01::,false,31,evidence_ready_review,55.0,false
in time,in time,2,junior,true,n|r,in_time%1:28:00::|in_time%4:02:00::|in_time%4:02:01::,false,31,evidence_ready_review,55.0,false
on it,on it,2,junior,true,r,on_it%4:02:00::,false,31,evidence_ready_review,55.0,false
out to,out to,2,junior,true,a,out_to%5:00:00:resolute:00,false,44,evidence_ready_review,54.919,false
get back,get back,2,junior,true,v,get_back%2:33:00::|get_back%2:33:01::|get_back%2:33:13::,true,16,evidence_ready_review,54.875,false
get it,get it,2,junior,true,v,get_it%2:31:00::|get_it%2:41:01::,false,21,evidence_ready_review,54.594,false
close to,close to,2,junior,true,r,close_to%4:02:00::,false,30,evidence_ready_review,54.542,false
space station,space station,2,junior,true,n,space_station%1:06:00::,true,32,evidence_ready_review,54.444,false
every year,every year,2,junior,true,r,every_year%4:02:00::,false,29,evidence_ready_review,54.069,false
come out,come out,2,junior,true,v,come_out%2:30:00::|come_out%2:30:01::|come_out%2:30:03::|come_out%2:30:04::|come_out%2:31:00::|come_out%2:32:00::|come_out%2:32:01::|come_out%2:38:00::|come_out%2:38:01::|come_out%2:38:06::|come_out%2:42:00::,true,15,evidence_ready_review,54.0,false
focus on,focus on,2,junior,true,v,focus_on%2:42:00::,false,20,evidence_ready_review,53.923,false
pick up,pick up,2,junior,true,v,pick_up%2:29:00::|pick_up%2:30:00::|pick_up%2:30:01::|pick_up%2:31:00::|pick_up%2:34:00::|pick_up%2:35:00::|pick_up%2:35:01::|pick_up%2:37:00::|pick_up%2:38:00::|pick_up%2:38:01::|pick_up%2:39:00::|pick_up%2:39:01::|pick_up%2:40:00::|pick_up%2:40:01::|pick_up%2:40:02::|pick_up%2:41:00::,false,20,evidence_ready_review,53.923,false
and how,and how,2,junior,true,r,and_how%4:02:00::,false,28,evidence_ready_review,53.58,false
on that,on that,2,junior,true,r,on_that%4:02:00::,false,28,evidence_ready_review,53.58,false
get out,get out,2,junior,true,v,get_out%2:32:00::|get_out%2:32:01::|get_out%2:32:03::|get_out%2:35:00::|get_out%2:38:00::|get_out%2:38:01::|get_out%2:38:02::,false,19,evidence_ready_review,53.219,false
at last,at last,2,junior,true,r,at_last%4:02:00::,false,27,evidence_ready_review,53.074,false
to it,to it,2,junior,true,r,to_it%4:02:00::,false,27,evidence_ready_review,53.074,false
high school,high school,2,junior,true,n,high_school%1:14:00::,true,29,evidence_ready_review,53.069,false
walk in,walk in,2,junior,true,a|n|v,walk-in%1:06:00::|walk-in%1:11:00::|walk-in%1:18:00::|walk-in%1:18:01::|walk-in%5:00:00:deep:01|walk_in%2:38:00::,true,14,evidence_ready_review,53.069,false
much as,much as,2,junior,true,r,much_as%4:02:00::,false,26,evidence_ready_review,52.549,false
work at,work at,2,junior,true,v,work_at%2:41:01::,false,18,evidence_ready_review,52.479,false
far right,far right,2,junior,true,a,far-right%5:00:00:right:03,false,36,evidence_ready_review,52.095,false
grow up,grow up,2,junior,true,v,grow_up%2:41:00::,true,13,evidence_ready_review,52.074,false
pay for,pay for,2,junior,true,v,pay_for%2:41:00::,true,13,evidence_ready_review,52.074,false
world war,world war,2,junior,true,n,world_war%1:04:00::,true,27,evidence_ready_review,52.074,false
at the same time,at the same time,4,junior,true,r,at_the_same_time%4:02:03::|at_the_same_time%4:02:05::|at_the_same_time%4:02:06::,false,29,evidence_ready_review,52.069,false
at once,at once,2,junior,true,r,at_once%4:02:00::|at_once%4:02:03::,false,25,evidence_ready_review,52.004,false
find out,find out,2,junior,true,v,find_out%2:31:00::|find_out%2:31:01::|find_out%2:32:00::|find_out%2:32:01::,false,17,evidence_ready_review,51.699,false
responsible for,responsible for,2,junior,true,a,responsible_for%5:00:00:causative:00,false,34,evidence_ready_review,51.293,false
get in,get in,2,junior,true,v,get_in%2:38:00::|get_in%2:38:01::|get_in%2:40:01::|get_in%2:41:00::,true,12,evidence_ready_review,51.004,false
get into,get into,2,junior,true,v,get_into%2:29:00::|get_into%2:32:00::|get_into%2:38:00::|get_into%2:40:00::|get_into%2:42:00::,true,12,evidence_ready_review,51.004,false
go on,go on,2,junior,true,v,go_on%2:30:00::|go_on%2:32:00::|go_on%2:35:00::|go_on%2:38:00::|go_on%2:42:00::,true,12,evidence_ready_review,51.004,false
shut up,shut up,2,junior,true,a|v,shut_up%2:30:00::|shut_up%2:32:00::|shut_up%2:35:00::|shut_up%5:00:00:confined:00,true,12,evidence_ready_review,51.004,false
wake up,wake up,2,junior,true,v,wake_up%2:29:00::|wake_up%2:29:01::,true,12,evidence_ready_review,51.004,false
work on,work on,2,junior,true,v,work_on%2:36:00::|work_on%2:41:00::,true,12,evidence_ready_review,51.004,false
can do,can do,2,junior,true,a,can-do%5:00:00:dynamic:00,false,33,evidence_ready_review,50.875,false
and so,and so,2,junior,true,r,and_so%4:02:00::,false,23,evidence_ready_review,50.85,false
at a time,at a time,3,junior,true,r,at_a_time%4:02:00::,false,23,evidence_ready_review,50.85,false
to that,to that,2,junior,true,r,to_that%4:02:00::,false,23,evidence_ready_review,50.85,false
close up,close up,2,junior,true,n|r|v,close-up%1:06:01::|close_up%2:32:00::|close_up%2:35:00::|close_up%2:35:01::|close_up%2:41:00::|close_up%4:02:00::,true,8,evidence_ready_review,50.699,false
belong to,belong to,2,junior,true,v,belong_to%2:42:00::,false,15,evidence_ready_review,50.0,false
give up,give up,2,junior,true,v,give_up%2:31:00::|give_up%2:33:00::|give_up%2:33:01::|give_up%2:34:00::|give_up%2:40:00::|give_up%2:40:01::|give_up%2:40:02::|give_up%2:40:03::|give_up%2:40:05::|give_up%2:41:00::|give_up%2:41:05::|give_up%2:42:00::,true,11,evidence_ready_review,49.85,false
go out,go out,2,junior,true,v,go_out%2:30:00::|go_out%2:38:00::|go_out%2:38:01::|go_out%2:38:02::|go_out%2:41:00::|go_out%2:42:00::,true,11,evidence_ready_review,49.85,false
in law,in law,2,junior,true,n,in-law%1:18:00::,true,23,evidence_ready_review,49.85,false
young man,young man,2,junior,true,n,young_man%1:18:00::,true,23,evidence_ready_review,49.85,false
all the time,all the time,3,junior,true,r,all_the_time%4:02:01::,false,21,evidence_ready_review,49.594,false
with it,with it,2,junior,true,a,with-it%5:00:00:fashionable:00|with-it%5:00:00:smart:00,false,30,evidence_ready_review,49.542,false
do in,do in,2,junior,true,v,do_in%2:35:00::,true,10,evidence_ready_review,48.594,false
get off,get off,2,junior,true,v,get_off%2:32:00::|get_off%2:32:01::|get_off%2:32:04::|get_off%2:32:05::|get_off%2:34:00::|get_off%2:35:00::|get_off%2:38:00::|get_off%2:38:01::|get_off%2:38:02::|get_off%2:39:00::|get_off%2:41:00::,true,10,evidence_ready_review,48.594,false
go through,go through,2,junior,true,v,go_through%2:34:00::|go_through%2:34:01::|go_through%2:39:00::,true,10,evidence_ready_review,48.594,false
have not,have not,2,junior,true,n,have-not%1:18:00::,true,21,evidence_ready_review,48.594,false
long term,long term,2,junior,true,a,long-term%5:00:00:long:02,true,21,evidence_ready_review,48.594,false
be on,be on,2,junior,true,v,be_on%2:30:00::,false,13,evidence_ready_review,48.074,false
feel like,feel like,2,junior,true,v,feel_like%2:37:00::,false,13,evidence_ready_review,48.074,false
look for,look for,2,junior,true,v,look_for%2:35:00::|look_for%2:37:00::,false,13,evidence_ready_review,48.074,false
travel to,travel to,2,junior,true,v,travel_to%2:38:00::,false,13,evidence_ready_review,48.074,false
so long,so long,2,junior,true,n,so_long%1:10:00::,true,20,evidence_ready_review,47.923,false
no more,no more,2,junior,true,r,no_more%4:02:01::|no_more%4:02:05::,false,18,evidence_ready_review,47.479,false
carry out,carry out,2,junior,true,v,carry_out%2:30:00::|carry_out%2:36:00::,true,9,evidence_ready_review,47.219,false
come in,come in,2,junior,true,v,come_in%2:31:00::|come_in%2:32:00::|come_in%2:38:01::|come_in%2:38:02::|come_in%2:42:00::,true,9,evidence_ready_review,47.219,false
go ahead,go ahead,2,junior,true,n|v,go-ahead%1:07:00::|go-ahead%1:10:00::|go_ahead%2:32:00::,true,9,evidence_ready_review,47.219,false
go for,go for,2,junior,true,v,go_for%2:31:00::|go_for%2:32:00::|go_for%2:33:00::|go_for%2:37:00::|go_for%2:42:00::,true,9,evidence_ready_review,47.219,false
hold on,hold on,2,junior,true,v,hold_on%2:30:00::|hold_on%2:30:05::|hold_on%2:32:00::|hold_on%2:35:00::|hold_on%2:40:00::,true,9,evidence_ready_review,47.219,false
turn on,turn on,2,junior,true,n|v,turn-on%1:09:00::|turn_on%2:30:00::|turn_on%2:34:00::|turn_on%2:35:00::|turn_on%2:37:00::|turn_on%2:37:02::|turn_on%2:39:00::|turn_on%2:42:00::,true,9,evidence_ready_review,47.219,false
home in,home in,2,junior,true,v,home_in%2:33:12::,false,12,evidence_ready_review,47.004,false
let go,let go,2,junior,true,v,let_go%2:35:00::|let_go%2:42:00::,false,12,evidence_ready_review,47.004,false
put together,put together,2,junior,true,v,put_together%2:36:00::,false,12,evidence_ready_review,47.004,false
up on,up on,2,junior,true,a,up_on%5:00:00:informed:00,false,25,evidence_ready_review,47.004,false
if not,if not,2,junior,true,r,if_not%4:02:00::,false,17,evidence_ready_review,46.699,false
in the end,in the end,3,junior,true,r,in_the_end%4:02:00::|in_the_end%4:02:02::,false,17,evidence_ready_review,46.699,false
more and more,more and more,3,junior,true,r,more_and_more%4:02:00::,false,17,evidence_ready_review,46.699,false
full time,full time,2,junior,true,a|r,full-time%3:00:00::|full-time%4:02:00::,true,12,evidence_ready_review,46.004,false
in part,in part,2,junior,true,r,in_part%4:02:00::,false,16,evidence_ready_review,45.875,false
in place,in place,2,junior,true,r,in_place%4:02:00::,false,16,evidence_ready_review,45.875,false
take place,take place,2,junior,true,v,take_place%2:30:00::,false,11,evidence_ready_review,45.85,false
clean up,clean up,2,junior,true,v,clean_up%2:29:00::|clean_up%2:30:03::|clean_up%2:40:00::|clean_up%2:40:04::,true,8,evidence_ready_review,45.699,false
get along,get along,2,junior,true,v,get_along%2:30:00::|get_along%2:41:00::|get_along%2:42:00::,true,8,evidence_ready_review,45.699,false
get away,get away,2,junior,true,v,get_away%2:32:00::|get_away%2:38:00::|get_away%2:41:00::,true,8,evidence_ready_review,45.699,false
get up,get up,2,junior,true,v,get_up%2:29:00::|get_up%2:29:01::|get_up%2:29:02::|get_up%2:29:03::|get_up%2:31:00::|get_up%2:36:00::|get_up%2:38:00::|get_up%2:38:01::,true,8,evidence_ready_review,45.699,false
lie in,lie in,2,junior,true,n|v,lie-in%1:04:00::|lie_in%2:29:00::|lie_in%2:42:00::,true,8,evidence_ready_review,45.699,false
old man,old man,2,junior,true,n,old_man%1:18:01::|old_man%1:18:02::|old_man%1:18:03::|old_man%1:18:04::|old_man%1:20:00::,true,17,evidence_ready_review,45.699,false
point out,point out,2,junior,true,v,point_out%2:32:01::|point_out%2:32:02::|point_out%2:32:03::,true,8,evidence_ready_review,45.699,false
show up,show up,2,junior,true,v,show_up%2:30:00::|show_up%2:39:00::,true,8,evidence_ready_review,45.699,false
stand up,stand up,2,junior,true,a|v,stand-up%5:00:00:erect:00|stand_up%2:32:00::|stand_up%2:33:00::|stand_up%2:35:00::|stand_up%2:35:03::|stand_up%2:38:00::|stand_up%2:38:06::|stand_up%2:42:00::,true,8,evidence_ready_review,45.699,false
take off,take off,2,junior,true,v,take_off%2:29:03::|take_off%2:30:00::|take_off%2:31:00::|take_off%2:35:00::|take_off%2:36:00::|take_off%2:38:00::|take_off%2:38:01::|take_off%2:38:02::|take_off%2:41:00::,true,8,evidence_ready_review,45.699,false
take on,take on,2,junior,true,v,take_on%2:30:00::|take_on%2:33:01::|take_on%2:40:00::|take_on%2:41:00::|take_on%2:41:01::,true,8,evidence_ready_review,45.699,false
thank you,thank you,2,junior,true,n,thank_you%1:10:00::,true,17,evidence_ready_review,45.699,false
turn to,turn to,2,junior,true,v,turn_to%2:32:01::,true,8,evidence_ready_review,45.699,false
walk through,walk through,2,junior,true,n|v,walk-through%1:04:00::|walk-through%1:04:01::|walk-through%1:06:00::|walk-through%1:10:00::|walk_through%2:36:00::,true,8,evidence_ready_review,45.699,false
across the country,across the country,3,junior,true,r,across_the_country%4:02:00::,false,15,evidence_ready_review,45.0,false
in general,in general,2,junior,true,r,in_general%4:02:00::,false,15,evidence_ready_review,45.0,false
in the air,in the air,3,junior,true,r,in_the_air%4:02:00::,false,15,evidence_ready_review,45.0,false
or so,or so,2,junior,true,r,or_so%4:02:00::,false,15,evidence_ready_review,45.0,false
all in,all in,2,junior,true,a,all_in%5:00:00:tired:00,true,16,evidence_ready_review,44.875,false
left wing,left wing,2,junior,true,a|n,left-wing%5:00:00:left:02|left_wing%1:14:00::,true,16,evidence_ready_review,44.875,false
for a while,for a while,3,junior,true,r,for_a_while%4:02:01::,false,14,evidence_ready_review,44.069,false
quite a,quite a,2,junior,true,r,quite_a%4:02:00::,false,14,evidence_ready_review,44.069,false
account for,account for,2,junior,true,v,account_for%2:32:00::|account_for%2:42:00::,true,7,evidence_ready_review,44.0,false
go down,go down,2,junior,true,v,go_down%2:30:00::|go_down%2:30:14::|go_down%2:33:00::|go_down%2:34:00::|go_down%2:38:00::|go_down%2:38:01::|go_down%2:38:02::|go_down%2:42:00::,true,7,evidence_ready_review,44.0,false
go in,go in,2,junior,true,v,go_in%2:38:00::,true,7,evidence_ready_review,44.0,false
go into,go into,2,junior,true,v,go_into%2:38:00::|go_into%2:42:00::,true,7,evidence_ready_review,44.0,false
go up,go up,2,junior,true,v,go_up%2:30:00::|go_up%2:30:04::|go_up%2:38:00::|go_up%2:38:01::|go_up%2:38:02::|go_up%2:38:03::|go_up%2:38:10::,true,7,evidence_ready_review,44.0,false
hand in,hand in,2,junior,false,,,true,15,moby_corpus_review,44.0,false
keep up,keep up,2,junior,true,v,keep_up%2:29:00::|keep_up%2:30:00::|keep_up%2:33:00::|keep_up%2:40:00::|keep_up%2:42:00::,true,7,evidence_ready_review,44.0,false
lay down,lay down,2,junior,true,v,lay_down%2:31:00::,true,7,evidence_ready_review,44.0,false
make out,make out,2,junior,true,v,make_out%2:31:00::|make_out%2:32:00::|make_out%2:32:02::|make_out%2:32:03::|make_out%2:32:06::|make_out%2:35:00::|make_out%2:35:01::|make_out%2:39:00::|make_out%2:41:02::|make_out%2:42:00::,true,7,evidence_ready_review,44.0,false
speak to,speak to,2,junior,false,,,true,15,moby_corpus_review,44.0,false
health care,health care,2,junior,true,n,health_care%1:04:00::|health_care%1:04:01::,false,20,evidence_ready_review,43.923,false
come down,come down,2,junior,true,v,come_down%2:29:00::|come_down%2:30:00::|come_down%2:32:12::|come_down%2:38:00::|come_down%2:43:00::,false,9,evidence_ready_review,43.219,false
depend on,depend on,2,junior,true,v,depend_on%2:42:00::|depend_on%2:42:01::|depend_on%2:42:02::,false,9,evidence_ready_review,43.219,false
feed on,feed on,2,junior,true,v,feed_on%2:34:00::,false,9,evidence_ready_review,43.219,false
move through,move through,2,junior,true,v,move_through%2:38:00::,false,9,evidence_ready_review,43.219,false
pass through,pass through,2,junior,true,n|v,pass-through%1:06:00::|pass_through%2:38:00::|pass_through%2:38:01::|pass_through%2:38:02::,false,9,evidence_ready_review,43.219,false
a great deal,a great deal,3,junior,true,r,a_great_deal%4:02:00::|a_great_deal%4:02:03::,false,13,evidence_ready_review,43.074,false
above all,above all,2,junior,true,r,above_all%4:02:00::|above_all%4:02:01::,false,13,evidence_ready_review,43.074,false
in hand,in hand,2,junior,true,r,in_hand%4:02:00::,false,13,evidence_ready_review,43.074,false
on time,on time,2,junior,true,a|r,on_time%3:00:00::|on_time%4:02:00::|on_time%5:00:00:due:00,false,13,evidence_ready_review,43.074,false
heart attack,heart attack,2,junior,true,n,heart_attack%1:26:00::,true,14,evidence_ready_review,43.069,false
blood pressure,blood pressure,2,junior,true,n,blood_pressure%1:19:00::,true,13,evidence_ready_review,42.074,false
come over,come over,2,junior,true,v,come_over%2:32:00::,true,6,evidence_ready_review,42.074,false
cut off,cut off,2,junior,true,a|v,cut_off%2:30:00::|cut_off%2:32:00::|cut_off%2:35:00::|cut_off%2:35:01::|cut_off%2:35:02::|cut_off%2:35:03::|cut_off%5:00:00:cut:01,true,6,evidence_ready_review,42.074,false
look up,look up,2,junior,true,v,look_up%2:32:00::,true,6,evidence_ready_review,42.074,false
put in,put in,2,junior,true,v,put_in%2:30:00::|put_in%2:32:00::|put_in%2:32:02::|put_in%2:33:00::|put_in%2:35:00::|put_in%2:40:00::,true,6,evidence_ready_review,42.074,false
put out,put out,2,junior,true,v,put_out%2:29:00::|put_out%2:29:01::|put_out%2:32:00::|put_out%2:33:00::|put_out%2:35:00::|put_out%2:35:01::|put_out%2:36:00::|put_out%2:41:00::|put_out%2:42:00::|put_out%2:43:00::,true,6,evidence_ready_review,42.074,false
run away,run away,2,junior,true,v,run_away%2:38:00::|run_away%2:38:04::,true,6,evidence_ready_review,42.074,false
set out,set out,2,junior,true,v,set_out%2:30:00::|set_out%2:35:00::|set_out%2:38:00::,true,6,evidence_ready_review,42.074,false
sit in,sit in,2,junior,true,n|v,sit-in%1:04:00::|sit_in%2:41:00::|sit_in%2:42:00::,true,6,evidence_ready_review,42.074,false
take in,take in,2,junior,true,n|v,take-in%1:04:00::|take_in%2:30:00::|take_in%2:30:03::|take_in%2:31:00::|take_in%2:32:00::|take_in%2:34:00::|take_in%2:34:01::|take_in%2:35:00::|take_in%2:35:01::|take_in%2:35:02::|take_in%2:35:04::|take_in%2:39:00::|take_in%2:39:06::|take_in%2:40:00::|take_in%2:40:09::|take_in%2:41:00::|take_in%2:42:00::|take_in%2:43:00::,true,6,evidence_ready_review,42.074,false
take over,take over,2,junior,true,v,take_over%2:40:00::|take_over%2:40:03::|take_over%2:40:05::|take_over%2:40:06::|take_over%2:40:07::|take_over%2:41:00::|take_over%2:41:01::|take_over%2:41:02::,true,6,evidence_ready_review,42.074,false
take to,take to,2,junior,true,v,take_to%2:37:00::|take_to%2:41:01::,true,6,evidence_ready_review,42.074,false
turn out,turn out,2,junior,true,v,turn_out%2:29:00::|turn_out%2:30:00::|turn_out%2:35:00::|turn_out%2:35:01::|turn_out%2:36:00::|turn_out%2:36:01::|turn_out%2:38:00::|turn_out%2:40:03::|turn_out%2:41:03::|turn_out%2:42:00::|turn_out%2:42:01::|turn_out%2:42:02::,true,6,evidence_ready_review,42.074,false
in case,in case,2,junior,true,r,in_case%4:02:00::,false,12,evidence_ready_review,42.004,false
in common,in common,2,junior,true,r,in_common%4:02:00::|in_common%4:02:01::,false,12,evidence_ready_review,42.004,false
in line,in line,2,junior,true,a|r,in_line%4:02:00::|in_line%5:00:00:eligible:00|in_line%5:00:00:succeeding:00,false,12,evidence_ready_review,42.004,false
in public,in public,2,junior,true,r,in_public%4:02:00::,false,12,evidence_ready_review,42.004,false
on the way,on the way,3,junior,true,r,on_the_way%4:02:00::,false,12,evidence_ready_review,42.004,false
act as,act as,2,junior,true,v,act_as%2:29:00::|act_as%2:42:00::,false,8,evidence_ready_review,41.699,false
prepare for,prepare for,2,junior,true,v,prepare_for%2:30:00::,false,8,evidence_ready_review,41.699,false
shut down,shut down,2,junior,true,v,shut_down%2:41:00::,false,8,evidence_ready_review,41.699,false
free speech,free speech,2,junior,false,,,true,12,moby_corpus_review,41.004,false
old age,old age,2,junior,true,n,old_age%1:28:00::,true,12,evidence_ready_review,41.004,false
a couple of,a couple of,3,junior,true,a,a_couple_of%5:00:00:few:00,false,16,evidence_ready_review,40.875,false
at work,at work,2,junior,true,a,at_work%5:00:00:busy:00,false,16,evidence_ready_review,40.875,false
heart disease,heart disease,2,junior,true,n,heart_disease%1:26:00::,false,16,evidence_ready_review,40.875,false
proud of,proud of,2,junior,true,a,proud_of%5:00:00:proud:00,false,16,evidence_ready_review,40.875,false
