phrase,normalized_phrase,word_count,minimum_lexical_level,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,candidate_status,priority_score,human_review_claimed
tax evasion,tax evasion,2,cet6,true,n,tax_evasion%1:04:00::,true,2,evidence_ready_review,19.85,false
white dwarf,white dwarf,2,cet6,true,n,white_dwarf%1:17:00::,true,2,evidence_ready_review,19.85,false
body lotion,body lotion,2,cet6,true,n,body_lotion%1:06:00::,false,2,evidence_ready_review,15.85,false
custody battle,custody battle,2,cet6,true,n,custody_battle%1:04:00::,false,2,evidence_ready_review,15.85,false
election fraud,election fraud,2,cet6,true,n,election_fraud%1:04:00::,false,2,evidence_ready_review,15.85,false
insurance premium,insurance premium,2,cet6,true,n,insurance_premium%1:21:00::,false,2,evidence_ready_review,15.85,false
laundry detergent,laundry detergent,2,cet6,true,n,laundry_detergent%1:06:00::,false,2,evidence_ready_review,15.85,false
liquid nitrogen,liquid nitrogen,2,cet6,true,n,liquid_nitrogen%1:27:00::,false,2,evidence_ready_review,15.85,false
sexual assault,sexual assault,2,cet6,true,n,sexual_assault%1:04:00::,false,2,evidence_ready_review,15.85,false
soil erosion,soil erosion,2,cet6,true,n,soil_erosion%1:22:00::,false,2,evidence_ready_review,15.85,false
treasury secretary,treasury secretary,2,cet6,true,n,treasury_secretary%1:18:01::,false,2,evidence_ready_review,15.85,false
tree stump,tree stump,2,cet6,true,n,tree_stump%1:20:00::,false,2,evidence_ready_review,15.85,false
volcanic eruption,volcanic eruption,2,cet6,true,n,volcanic_eruption%1:11:00::,false,2,evidence_ready_review,15.85,false
wrestling match,wrestling match,2,cet6,true,n,wrestling_match%1:11:00::,false,2,evidence_ready_review,15.85,false
alter ego,alter ego,2,cet6,true,n,alter_ego%1:18:00::,true,1,evidence_ready_review,14.0,false
auxiliary verb,auxiliary verb,2,cet6,true,n,auxiliary_verb%1:10:00::,true,1,evidence_ready_review,14.0,false
bald eagle,bald eagle,2,cet6,true,n,bald_eagle%1:05:00::,true,1,evidence_ready_review,14.0,false
bark beetle,bark beetle,2,cet6,true,n,bark_beetle%1:05:00::,true,1,evidence_ready_review,14.0,false
bass drum,bass drum,2,cet6,true,n,bass_drum%1:06:00::,true,1,evidence_ready_review,14.0,false
blank verse,blank verse,2,cet6,true,n,blank_verse%1:10:00::,true,1,evidence_ready_review,14.0,false
broad spectrum,broad spectrum,2,cet6,false,,,true,1,moby_corpus_review,14.0,false
bust up,bust up,2,cet6,true,n|v,bust-up%1:10:00::|bust_up%2:35:00::,true,0,oewn_dictionary_review,14.0,false
buzz off,buzz off,2,cet6,true,v,buzz_off%2:38:00::,true,0,oewn_dictionary_review,14.0,false
chamber music,chamber music,2,cet6,true,n,chamber_music%1:10:00::,true,1,evidence_ready_review,14.0,false
cocktail party,cocktail party,2,cet6,true,n,cocktail_party%1:11:00::,true,1,evidence_ready_review,14.0,false
cocktail table,cocktail table,2,cet6,true,n,cocktail_table%1:06:00::,true,1,evidence_ready_review,14.0,false
collision course,collision course,2,cet6,true,n,collision_course%1:04:00::|collision_course%1:17:00::,true,1,evidence_ready_review,14.0,false
conspicuous consumption,conspicuous consumption,2,cet6,true,n,conspicuous_consumption%1:22:00::,true,1,evidence_ready_review,14.0,false
constitutional monarchy,constitutional monarchy,2,cet6,false,,,true,1,moby_corpus_review,14.0,false
cross stitch,cross stitch,2,cet6,true,n,cross-stitch%1:06:00::|cross-stitch%1:06:01::,true,1,evidence_ready_review,14.0,false
decimal point,decimal point,2,cet6,true,n,decimal_point%1:10:00::,true,1,evidence_ready_review,14.0,false
diesel engine,diesel engine,2,cet6,true,n,diesel_engine%1:06:00::,true,1,evidence_ready_review,14.0,false
divine service,divine service,2,cet6,true,n,divine_service%1:04:00::,true,1,evidence_ready_review,14.0,false
dry rot,dry rot,2,cet6,true,n|v,dry-rot%2:30:00::|dry_rot%1:20:00::|dry_rot%1:26:00::,true,0,oewn_dictionary_review,14.0,false
dwelling house,dwelling house,2,cet6,true,n,dwelling_house%1:06:00::,true,1,evidence_ready_review,14.0,false
echo chamber,echo chamber,2,cet6,true,n,echo_chamber%1:06:00::,true,1,evidence_ready_review,14.0,false
elbow grease,elbow grease,2,cet6,true,n,elbow_grease%1:04:00::,true,1,evidence_ready_review,14.0,false
finite verb,finite verb,2,cet6,false,,,true,1,moby_corpus_review,14.0,false
fire brigade,fire brigade,2,cet6,true,n,fire_brigade%1:14:00::|fire_brigade%1:14:01::,true,1,evidence_ready_review,14.0,false
flare up,flare up,2,cet6,true,n|v,flare-up%1:11:01::|flare_up%2:30:00::|flare_up%2:43:00::,true,0,oewn_dictionary_review,14.0,false
flip side,flip side,2,cet6,true,n,flip_side%1:24:00::,true,1,evidence_ready_review,14.0,false
foul up,foul up,2,cet6,true,n|v,foul-up%1:04:00::|foul_up%2:41:00::,true,0,oewn_dictionary_review,14.0,false
glide bomb,glide bomb,2,cet6,true,v,glide-bomb%2:33:00::,true,0,oewn_dictionary_review,14.0,false
glove compartment,glove compartment,2,cet6,true,n,glove_compartment%1:06:00::,true,1,evidence_ready_review,14.0,false
grand slam,grand slam,2,cet6,true,n,grand_slam%1:11:00::,true,1,evidence_ready_review,14.0,false
hawk owl,hawk owl,2,cet6,true,n,hawk_owl%1:05:00::,true,1,evidence_ready_review,14.0,false
heat shield,heat shield,2,cet6,true,n,heat_shield%1:06:00::,true,1,evidence_ready_review,14.0,false
ice hockey,ice hockey,2,cet6,true,n,ice_hockey%1:04:00::,true,1,evidence_ready_review,14.0,false
indefinite article,indefinite article,2,cet6,true,n,indefinite_article%1:10:00::,true,1,evidence_ready_review,14.0,false
kidney stone,kidney stone,2,cet6,true,n,kidney_stone%1:17:00::,true,1,evidence_ready_review,14.0,false
lieutenant general,lieutenant general,2,cet6,true,n,lieutenant_general%1:18:00::,true,1,evidence_ready_review,14.0,false
lieutenant governor,lieutenant governor,2,cet6,true,n,lieutenant_governor%1:18:00::,true,1,evidence_ready_review,14.0,false
light verse,light verse,2,cet6,false,,,true,1,moby_corpus_review,14.0,false
lunar eclipse,lunar eclipse,2,cet6,true,n,lunar_eclipse%1:11:00::,true,1,evidence_ready_review,14.0,false
mock up,mock up,2,cet6,true,n|v,mock-up%1:06:00::|mock_up%2:36:00::,true,0,oewn_dictionary_review,14.0,false
mow down,mow down,2,cet6,true,v,mow_down%2:30:00::,true,0,oewn_dictionary_review,14.0,false
nitrogen dioxide,nitrogen dioxide,2,cet6,true,n,nitrogen_dioxide%1:27:00::,true,1,evidence_ready_review,14.0,false
nuclear fusion,nuclear fusion,2,cet6,true,n,nuclear_fusion%1:22:00::,true,1,evidence_ready_review,14.0,false
optical illusion,optical illusion,2,cet6,true,n,optical_illusion%1:19:00::,true,1,evidence_ready_review,14.0,false
peel off,peel off,2,cet6,true,v,peel_off%2:29:00::|peel_off%2:29:01::|peel_off%2:35:00::|peel_off%2:35:01::|peel_off%2:38:00::,true,0,oewn_dictionary_review,14.0,false
peg down,peg down,2,cet6,true,v,peg_down%2:31:00::|peg_down%2:35:00::,true,0,oewn_dictionary_review,14.0,false
rain gauge,rain gauge,2,cet6,true,n,rain_gauge%1:06:00::,true,1,evidence_ready_review,14.0,false
reel off,reel off,2,cet6,true,v,reel_off%2:32:00::|reel_off%2:35:00::,true,0,oewn_dictionary_review,14.0,false
rein in,rein in,2,cet6,true,v,rein_in%2:38:00::|rein_in%2:38:01::|rein_in%2:41:00::,true,0,oewn_dictionary_review,14.0,false
rig out,rig out,2,cet6,true,v,rig_out%2:29:00::,true,0,oewn_dictionary_review,14.0,false
rig up,rig up,2,cet6,true,v,rig_up%2:36:00::,true,0,oewn_dictionary_review,14.0,false
sea turtle,sea turtle,2,cet6,true,n,sea_turtle%1:05:00::,true,1,evidence_ready_review,14.0,false
self indulgent,self indulgent,2,cet6,true,a,self-indulgent%5:00:00:indulgent:00,true,1,evidence_ready_review,14.0,false
shepherd dog,shepherd dog,2,cet6,true,n,shepherd_dog%1:05:00::,true,1,evidence_ready_review,14.0,false
shove off,shove off,2,cet6,true,v,shove_off%2:38:00::,true,0,oewn_dictionary_review,14.0,false
skim milk,skim milk,2,cet6,true,n,skim_milk%1:13:00::,true,1,evidence_ready_review,14.0,false
snap up,snap up,2,cet6,true,v,snap_up%2:40:00::,true,0,oewn_dictionary_review,14.0,false
sniff out,sniff out,2,cet6,true,v,sniff_out%2:39:00::,true,0,oewn_dictionary_review,14.0,false
soft pedal,soft pedal,2,cet6,true,n|v,soft-pedal%2:32:00::|soft_pedal%1:06:00::,true,0,oewn_dictionary_review,14.0,false
solicitor general,solicitor general,2,cet6,true,n,solicitor_general%1:18:00::,true,1,evidence_ready_review,14.0,false
solitary confinement,solitary confinement,2,cet6,true,n,solitary_confinement%1:26:00::,true,1,evidence_ready_review,14.0,false
tax deductible,tax deductible,2,cet6,false,,,true,1,moby_corpus_review,14.0,false
tug of war,tug of war,3,cet6,true,n,tug-of-war%1:04:00::|tug-of-war%1:11:00::,true,1,evidence_ready_review,14.0,false
water buffalo,water buffalo,2,cet6,true,n,water_buffalo%1:05:00::,true,1,evidence_ready_review,14.0,false
white oak,white oak,2,cet6,true,n,white_oak%1:20:00::,true,1,evidence_ready_review,14.0,false
wink at,wink at,2,cet6,true,v,wink_at%2:41:00::,true,0,oewn_dictionary_review,14.0,false
witch hunt,witch hunt,2,cet6,true,n,witch-hunt%1:04:00::,true,1,evidence_ready_review,14.0,false
blink of an eye,blink of an eye,4,cet6,true,n,blink_of_an_eye%1:28:00::,false,2,evidence_ready_review,13.85,false
secretary of the treasury,secretary of the treasury,4,cet6,true,n,secretary_of_the_treasury%1:18:01::,false,2,evidence_ready_review,13.85,false
adult onset diabetes,adult onset diabetes,3,cet6,true,n,adult-onset_diabetes%1:26:00::,false,1,evidence_ready_review,10.0,false
antibiotic drug,antibiotic drug,2,cet6,true,n,antibiotic_drug%1:06:00::,false,1,evidence_ready_review,10.0,false
assert oneself,assert oneself,2,cet6,true,v,assert_oneself%2:41:00::,false,0,oewn_dictionary_review,10.0,false
auction house,auction house,2,cet6,true,n,auction_house%1:14:00::,false,1,evidence_ready_review,10.0,false
auction off,auction off,2,cet6,true,v,auction_off%2:40:00::,false,0,oewn_dictionary_review,10.0,false
bar hop,bar hop,2,cet6,true,v,bar_hop%2:34:00::,false,0,oewn_dictionary_review,10.0,false
barge in,barge in,2,cet6,true,v,barge_in%2:32:00::|barge_in%2:38:00::,false,0,oewn_dictionary_review,10.0,false
bear cub,bear cub,2,cet6,true,n,bear_cub%1:05:00::,false,1,evidence_ready_review,10.0,false
bed hop,bed hop,2,cet6,true,v,bed-hop%2:38:00::,false,0,oewn_dictionary_review,10.0,false
beetle off,beetle off,2,cet6,true,v,beetle_off%2:38:00::,false,0,oewn_dictionary_review,10.0,false
blaze away,blaze away,2,cet6,true,v,blaze_away%2:32:00::|blaze_away%2:33:00::|blaze_away%2:36:00::,false,0,oewn_dictionary_review,10.0,false
blaze out,blaze out,2,cet6,true,v,blaze_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
blaze up,blaze up,2,cet6,true,v,blaze_up%2:43:00::,false,0,oewn_dictionary_review,10.0,false
bleach out,bleach out,2,cet6,true,v,bleach_out%2:30:00::,false,0,oewn_dictionary_review,10.0,false
blink away,blink away,2,cet6,true,v,blink_away%2:29:00::,false,0,oewn_dictionary_review,10.0,false
blow a fuse,blow a fuse,3,cet6,true,v,blow_a_fuse%2:37:00::,false,0,oewn_dictionary_review,10.0,false
bluff out,bluff out,2,cet6,true,v,bluff_out%2:33:00::,false,0,oewn_dictionary_review,10.0,false
blunder out,blunder out,2,cet6,true,v,blunder_out%2:32:00::,false,0,oewn_dictionary_review,10.0,false
bolster up,bolster up,2,cet6,true,v,bolster_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
brace oneself for,brace oneself for,3,cet6,true,v,brace_oneself_for%2:30:00::,false,0,oewn_dictionary_review,10.0,false
brace up,brace up,2,cet6,true,v,brace_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
bread dough,bread dough,2,cet6,true,n,bread_dough%1:13:00::,false,1,evidence_ready_review,10.0,false
brisk up,brisk up,2,cet6,true,v,brisk_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
butt against,butt against,2,cet6,true,v,butt_against%2:35:00::|butt_against%2:35:01::,false,0,oewn_dictionary_review,10.0,false
butt on,butt on,2,cet6,true,v,butt_on%2:35:00::,false,0,oewn_dictionary_review,10.0,false
cargo cult,cargo cult,2,cet6,true,n,cargo_cult%1:09:00::|cargo_cult%1:14:00::,false,1,evidence_ready_review,10.0,false
catch a wink,catch a wink,3,cet6,true,v,catch_a_wink%2:29:00::,false,0,oewn_dictionary_review,10.0,false
change magnitude,change magnitude,2,cet6,true,v,change_magnitude%2:30:00::,false,0,oewn_dictionary_review,10.0,false
civic pride,civic pride,2,cet6,true,n,civic_pride%1:07:00::,false,1,evidence_ready_review,10.0,false
clog up,clog up,2,cet6,true,v,clog_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
confer with,confer with,2,cet6,true,v,confer_with%2:32:00::,false,0,oewn_dictionary_review,10.0,false
copyright infringement,copyright infringement,2,cet6,true,n,copyright_infringement%1:04:00::,false,1,evidence_ready_review,10.0,false
cork up,cork up,2,cet6,true,v,cork_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
cozy up,cozy up,2,cet6,true,v,cozy_up%2:37:09::,false,0,oewn_dictionary_review,10.0,false
crime syndicate,crime syndicate,2,cet6,true,n,crime_syndicate%1:14:00::,false,1,evidence_ready_review,10.0,false
cruise liner,cruise liner,2,cet6,true,n,cruise_liner%1:06:00::,false,1,evidence_ready_review,10.0,false
default on,default on,2,cet6,true,v,default_on%2:40:00::,false,0,oewn_dictionary_review,10.0,false
diesel fuel,diesel fuel,2,cet6,true,n,diesel_fuel%1:27:00::,false,1,evidence_ready_review,10.0,false
disk jockey,disk jockey,2,cet6,true,n|v,disk-jockey%2:32:00::|disk_jockey%1:18:00::,false,0,oewn_dictionary_review,10.0,false
dispense with,dispense with,2,cet6,true,v,dispense_with%2:40:00::|dispense_with%2:40:01::|dispense_with%2:41:00::,false,0,oewn_dictionary_review,10.0,false
double stitch,double stitch,2,cet6,true,n|v,double_stitch%1:06:00::|double_stitch%2:36:00::,false,0,oewn_dictionary_review,10.0,false
draw rein,draw rein,2,cet6,true,v,draw_rein%2:41:00::,false,0,oewn_dictionary_review,10.0,false
elevator shaft,elevator shaft,2,cet6,true,n,elevator_shaft%1:06:00::,false,1,evidence_ready_review,10.0,false
executive vice president,executive vice president,3,cet6,true,n,executive_vice_president%1:18:00::,false,1,evidence_ready_review,10.0,false
fiber optic,fiber optic,2,cet6,true,a,fiber-optic%3:01:00::,false,1,evidence_ready_review,10.0,false
fibre optic,fibre optic,2,cet6,true,a,fibre-optic%3:01:00::,false,1,evidence_ready_review,10.0,false
fibre optic cable,fibre optic cable,3,cet6,true,n,fibre_optic_cable%1:06:00::,false,1,evidence_ready_review,10.0,false
flap down,flap down,2,cet6,true,v,flap_down%2:35:00::,false,0,oewn_dictionary_review,10.0,false
flare out,flare out,2,cet6,true,v,flare_out%2:30:00::,false,0,oewn_dictionary_review,10.0,false
fling off,fling off,2,cet6,true,v,fling_off%2:36:00::,false,0,oewn_dictionary_review,10.0,false
flip out,flip out,2,cet6,true,v,flip_out%2:30:00::|flip_out%2:31:00::,false,0,oewn_dictionary_review,10.0,false
flip over,flip over,2,cet6,true,v,flip_over%2:35:00::,false,0,oewn_dictionary_review,10.0,false
flirt with,flirt with,2,cet6,true,v,flirt_with%2:31:00::,false,0,oewn_dictionary_review,10.0,false
flower stalk,flower stalk,2,cet6,true,n,flower_stalk%1:20:00::,false,1,evidence_ready_review,10.0,false
flush down,flush down,2,cet6,true,v,flush_down%2:30:00::,false,0,oewn_dictionary_review,10.0,false
flush it,flush it,2,cet6,true,v,flush_it%2:41:00::,false,0,oewn_dictionary_review,10.0,false
fort up,fort up,2,cet6,true,v,fort_up%2:38:00::,false,0,oewn_dictionary_review,10.0,false
foul out,foul out,2,cet6,true,v,foul_out%2:35:00::,false,0,oewn_dictionary_review,10.0,false
frown on,frown on,2,cet6,true,v,frown_on%2:31:00::,false,0,oewn_dictionary_review,10.0,false
frown upon,frown upon,2,cet6,true,v,frown_upon%2:31:00::,false,0,oewn_dictionary_review,10.0,false
gang rape,gang rape,2,cet6,true,v,gang-rape%2:41:00::,false,0,oewn_dictionary_review,10.0,false
gas pedal,gas pedal,2,cet6,true,n,gas_pedal%1:06:00::,false,1,evidence_ready_review,10.0,false
give vent,give vent,2,cet6,true,v,give_vent%2:32:00::,false,0,oewn_dictionary_review,10.0,false
glide by,glide by,2,cet6,true,v,glide_by%2:38:00::,false,0,oewn_dictionary_review,10.0,false
grope for,grope for,2,cet6,true,v,grope_for%2:35:00::,false,0,oewn_dictionary_review,10.0,false
hang glide,hang glide,2,cet6,true,v,hang_glide%2:38:00::,false,0,oewn_dictionary_review,10.0,false
have intercourse,have intercourse,2,cet6,true,v,have_intercourse%2:35:00::,false,0,oewn_dictionary_review,10.0,false
heart valve,heart valve,2,cet6,true,n,heart_valve%1:06:00::|heart_valve%1:08:00::,false,1,evidence_ready_review,10.0,false
heave up,heave up,2,cet6,true,v,heave_up%2:35:00::,false,0,oewn_dictionary_review,10.0,false
hen peck,hen peck,2,cet6,true,v,hen-peck%2:32:00::,false,0,oewn_dictionary_review,10.0,false
herbal medicine,herbal medicine,2,cet6,true,n,herbal_medicine%1:04:00::|herbal_medicine%1:06:00::,false,1,evidence_ready_review,10.0,false
high velocity,high velocity,2,cet6,true,a,high-velocity%5:00:00:fast:01,false,1,evidence_ready_review,10.0,false
hinge on,hinge on,2,cet6,true,v,hinge_on%2:42:00::,false,0,oewn_dictionary_review,10.0,false
hinge upon,hinge upon,2,cet6,true,v,hinge_upon%2:42:00::,false,0,oewn_dictionary_review,10.0,false
hive away,hive away,2,cet6,true,v,hive_away%2:40:00::,false,0,oewn_dictionary_review,10.0,false
hive off,hive off,2,cet6,true,v,hive_off%2:40:00::|hive_off%2:41:00::,false,0,oewn_dictionary_review,10.0,false
hive up,hive up,2,cet6,true,v,hive_up%2:40:00::,false,0,oewn_dictionary_review,10.0,false
hockey game,hockey game,2,cet6,true,n,hockey_game%1:04:00::,false,1,evidence_ready_review,10.0,false
hockey team,hockey team,2,cet6,true,n,hockey_team%1:14:00::,false,1,evidence_ready_review,10.0,false
hop on,hop on,2,cet6,true,v,hop_on%2:38:00::,false,0,oewn_dictionary_review,10.0,false
hop out,hop out,2,cet6,true,v,hop_out%2:38:00::,false,0,oewn_dictionary_review,10.0,false
hop skip,hop skip,2,cet6,true,v,hop-skip%2:38:00::,false,0,oewn_dictionary_review,10.0,false
hop up,hop up,2,cet6,true,v,hop_up%2:30:00::,false,0,oewn_dictionary_review,10.0,false
hose down,hose down,2,cet6,true,v,hose_down%2:30:00::,false,0,oewn_dictionary_review,10.0,false
huddle together,huddle together,2,cet6,true,v,huddle_together%2:38:00::,false,0,oewn_dictionary_review,10.0,false
in vogue,in vogue,2,cet6,true,a,in_vogue%5:00:00:fashionable:00,false,1,evidence_ready_review,10.0,false
infant mortality,infant mortality,2,cet6,true,n,infant_mortality%1:28:00::,false,1,evidence_ready_review,10.0,false
intuitive feeling,intuitive feeling,2,cet6,true,n,intuitive_feeling%1:09:00::,false,1,evidence_ready_review,10.0,false
irritable bowel syndrome,irritable bowel syndrome,3,cet6,true,n,irritable_bowel_syndrome%1:26:00::,false,1,evidence_ready_review,10.0,false
island hop,island hop,2,cet6,true,v,island_hop%2:38:00::,false,0,oewn_dictionary_review,10.0,false
jack off,jack off,2,cet6,true,v,jack_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
jerk off,jerk off,2,cet6,true,n|v,jerk-off%1:18:00::|jerk_off%2:35:00::,false,0,oewn_dictionary_review,10.0,false
jolly along,jolly along,2,cet6,true,v,jolly_along%2:32:00::,false,0,oewn_dictionary_review,10.0,false
jolly up,jolly up,2,cet6,true,v,jolly_up%2:32:00::,false,0,oewn_dictionary_review,10.0,false
judicial system,judicial system,2,cet6,true,n,judicial_system%1:14:00::,false,1,evidence_ready_review,10.0,false
juvenile diabetes,juvenile diabetes,2,cet6,true,n,juvenile_diabetes%1:26:00::,false,1,evidence_ready_review,10.0,false
keep abreast,keep abreast,2,cet6,true,v,keep_abreast%2:30:02::,false,0,oewn_dictionary_review,10.0,false
key lime,key lime,2,cet6,true,n,key_lime%1:13:00::,false,1,evidence_ready_review,10.0,false
kidney disease,kidney disease,2,cet6,true,n,kidney_disease%1:26:00::,false,1,evidence_ready_review,10.0,false
kidney failure,kidney failure,2,cet6,true,n,kidney_failure%1:26:00::,false,1,evidence_ready_review,10.0,false
land tenure,land tenure,2,cet6,true,n,land_tenure%1:21:00::,false,1,evidence_ready_review,10.0,false
lash out,lash out,2,cet6,true,v,lash_out%2:32:11::,false,0,oewn_dictionary_review,10.0,false
lash together,lash together,2,cet6,true,v,lash_together%2:35:00::,false,0,oewn_dictionary_review,10.0,false
lead astray,lead astray,2,cet6,true,v,lead_astray%2:32:00::|lead_astray%2:38:00::|lead_astray%2:41:00::,false,0,oewn_dictionary_review,10.0,false
lounge about,lounge about,2,cet6,true,v,lounge_about%2:42:00::,false,0,oewn_dictionary_review,10.0,false
lounge around,lounge around,2,cet6,true,v,lounge_around%2:42:00::,false,0,oewn_dictionary_review,10.0,false
malpractice insurance,malpractice insurance,2,cet6,true,n,malpractice_insurance%1:21:00::,false,1,evidence_ready_review,10.0,false
maritime law,maritime law,2,cet6,true,n,maritime_law%1:14:00::,false,1,evidence_ready_review,10.0,false
mass hysteria,mass hysteria,2,cet6,true,n,mass_hysteria%1:26:00::,false,1,evidence_ready_review,10.0,false
maternity ward,maternity ward,2,cet6,true,n,maternity_ward%1:06:00::,false,1,evidence_ready_review,10.0,false
medical practitioner,medical practitioner,2,cet6,true,n,medical_practitioner%1:18:00::,false,1,evidence_ready_review,10.0,false
military expedition,military expedition,2,cet6,true,n,military_expedition%1:04:00::,false,1,evidence_ready_review,10.0,false
monarch butterfly,monarch butterfly,2,cet6,true,n,monarch_butterfly%1:05:00::,false,1,evidence_ready_review,10.0,false
mortality rate,mortality rate,2,cet6,true,n,mortality_rate%1:28:00::,false,1,evidence_ready_review,10.0,false
music genre,music genre,2,cet6,true,n,music_genre%1:10:00::,false,1,evidence_ready_review,10.0,false
musical genre,musical genre,2,cet6,true,n,musical_genre%1:10:00::,false,1,evidence_ready_review,10.0,false
neck brace,neck brace,2,cet6,true,n,neck_brace%1:06:00::,false,1,evidence_ready_review,10.0,false
nurse midwife,nurse midwife,2,cet6,true,n,nurse-midwife%1:18:00::,false,1,evidence_ready_review,10.0,false
obstruction of justice,obstruction of justice,3,cet6,true,n,obstruction_of_justice%1:04:00::,false,1,evidence_ready_review,10.0,false
optical instrument,optical instrument,2,cet6,true,n,optical_instrument%1:06:00::,false,1,evidence_ready_review,10.0,false
