record_id,phrase,normalized_phrase,introduced_level,included_in,phrase_type,minimum_lexical_level,level_decision_method,oewn_match,oewn_pos,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-J-0001,out of,out of,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,out_of%4:02:00::,false,291,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0049,come back,come back,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,come_back%2:30:00::|come_back%2:32:00::|come_back%2:32:01::|come_back%2:38:01::,false,22,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0050,end up,end up,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,end_up%2:30:01::,false,22,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0051,come out,come out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,come_out%2:30:00::|come_out%2:30:01::|come_out%2:30:03::|come_out%2:30:04::|come_out%2:31:00::|come_out%2:32:00::|come_out%2:32:01::|come_out%2:38:00::|come_out%2:38:01::|come_out%2:38:06::|come_out%2:42:00::,true,15,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0052,no matter,no matter,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,no_matter%4:02:00::,false,33,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0053,just as,just as,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,just_as%4:02:02::,false,32,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0054,each year,each year,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,each_year%4:02:00::|each_year%4:02:01::,false,31,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0055,in time,in time,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,n|r,in_time%1:28:00::|in_time%4:02:00::|in_time%4:02:01::,false,31,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0056,focus on,focus on,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,focus_on%2:42:00::,false,20,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0057,pick up,pick up,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,pick_up%2:29:00::|pick_up%2:30:00::|pick_up%2:30:01::|pick_up%2:31:00::|pick_up%2:34:00::|pick_up%2:35:00::|pick_up%2:35:01::|pick_up%2:37:00::|pick_up%2:38:00::|pick_up%2:38:01::|pick_up%2:39:00::|pick_up%2:39:01::|pick_up%2:40:00::|pick_up%2:40:01::|pick_up%2:40:02::|pick_up%2:41:00::,false,20,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0058,close to,close to,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,close_to%4:02:00::,false,30,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0059,get out,get out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,get_out%2:32:00::|get_out%2:32:01::|get_out%2:32:03::|get_out%2:35:00::|get_out%2:38:00::|get_out%2:38:01::|get_out%2:38:02::,false,19,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0060,grow up,grow up,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,grow_up%2:41:00::,true,13,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0061,pay for,pay for,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,pay_for%2:41:00::,true,13,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0062,work at,work at,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,work_at%2:41:01::,false,18,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0063,at last,at last,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,at_last%4:02:00::,false,27,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0064,get in,get in,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,get_in%2:38:00::|get_in%2:38:01::|get_in%2:40:01::|get_in%2:41:00::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0065,get into,get into,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,get_into%2:29:00::|get_into%2:32:00::|get_into%2:38:00::|get_into%2:40:00::|get_into%2:42:00::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0066,go on,go on,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,go_on%2:30:00::|go_on%2:32:00::|go_on%2:35:00::|go_on%2:38:00::|go_on%2:42:00::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0067,wake up,wake up,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,wake_up%2:29:00::|wake_up%2:29:01::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0068,work on,work on,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,work_on%2:36:00::|work_on%2:41:00::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0069,right wing,right wing,junior,junior|senior_high|cet4|cet6,adjective_expression,junior,minimum_lexical_level_plus_editorial_screen,true,a|n,right-wing%5:00:00:right:03|right_wing%1:14:00::,true,41,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0070,find out,find out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,find_out%2:31:00::|find_out%2:31:01::|find_out%2:32:00::|find_out%2:32:01::,false,17,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0071,stand up,stand up,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,a|v,stand-up%5:00:00:erect:00|stand_up%2:32:00::|stand_up%2:33:00::|stand_up%2:35:00::|stand_up%2:35:03::|stand_up%2:38:00::|stand_up%2:38:06::|stand_up%2:42:00::,true,8,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0072,at once,at once,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,at_once%4:02:00::|at_once%4:02:03::,false,25,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0073,full time,full time,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,a|r,full-time%3:00:00::|full-time%4:02:00::,true,12,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0074,give up,give up,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,give_up%2:31:00::|give_up%2:33:00::|give_up%2:33:01::|give_up%2:34:00::|give_up%2:40:00::|give_up%2:40:01::|give_up%2:40:02::|give_up%2:40:03::|give_up%2:40:05::|give_up%2:41:00::|give_up%2:41:05::|give_up%2:42:00::,true,11,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0075,go out,go out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,go_out%2:30:00::|go_out%2:38:00::|go_out%2:38:01::|go_out%2:38:02::|go_out%2:41:00::|go_out%2:42:00::,true,11,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0076,long time,long time,junior,junior|senior_high|cet4|cet6,adjective_expression,junior,minimum_lexical_level_plus_editorial_screen,true,a|n,long-time%5:00:00:old:01|long_time%1:28:00::,false,52,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0077,at the same time,at the same time,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,at_the_same_time%4:02:03::|at_the_same_time%4:02:05::|at_the_same_time%4:02:06::,false,29,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0078,belong to,belong to,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,belong_to%2:42:00::,false,15,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0079,at a time,at a time,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,at_a_time%4:02:00::,false,23,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0080,do in,do in,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,do_in%2:35:00::,true,10,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0081,get off,get off,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,get_off%2:32:00::|get_off%2:32:01::|get_off%2:32:04::|get_off%2:32:05::|get_off%2:34:00::|get_off%2:35:00::|get_off%2:38:00::|get_off%2:38:01::|get_off%2:38:02::|get_off%2:39:00::|get_off%2:41:00::,true,10,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0082,go through,go through,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,go_through%2:34:00::|go_through%2:34:01::|go_through%2:39:00::,true,10,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0083,all the time,all the time,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,junior,minimum_lexical_level_plus_editorial_screen,true,r,all_the_time%4:02:01::,false,21,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0084,at first,at first,junior,junior|senior_high|cet4|cet6,adverbial_or_connector,cet4,explicit_editorial_override,true,r,at_first%4:02:01::,false,21,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0085,in order,in order,junior,junior|senior_high|cet4|cet6,adjective_expression,junior,minimum_lexical_level_plus_editorial_screen,true,a,in_order%5:00:00:ready:00,false,46,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0086,carry out,carry out,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,carry_out%2:30:00::|carry_out%2:36:00::,true,9,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0087,come in,come in,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,v,come_in%2:31:00::|come_in%2:32:00::|come_in%2:38:01::|come_in%2:38:02::|come_in%2:42:00::,true,9,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
PH-J-0088,go ahead,go ahead,junior,junior|senior_high|cet4|cet6,verb_expression,junior,minimum_lexical_level_plus_editorial_screen,true,n|v,go-ahead%1:07:00::|go-ahead%1:10:00::|go_ahead%2:32:00::,true,9,stable-form evidence; stage-compatible components; retained after automated editorial exclusions,english_scope_draft_ai_screened,false
